"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"TAC3",6.65254254859415e-11,0.471663359016176,0.474,0.243,2.15030132798209e-06,"0","TAC3"
"GSTM3",6.76450203882911e-11,0.820777232851612,0.869,0.728,2.18648999401073e-06,"0","GSTM3"
"RPS16",6.78285888653361e-11,0.378430468039693,0.993,1,2.19242347789426e-06,"0","RPS16"
"ENSCJAG00000008329",6.88247977485369e-11,0.475241961547309,0.964,0.969,2.22462393762596e-06,"0","ENSCJAG00000008329"
"FLNC",7.08164662025356e-11,0.285408056625213,0.569,0.306,2.28900063706456e-06,"0","FLNC"
"DHCR24",8.15697614257499e-11,0.548953592912604,0.971,0.939,2.63657939856451e-06,"0","DHCR24"
"ENSCJAG00000012741",8.34508491019785e-11,0.580450850797313,0.905,0.876,2.69738179552325e-06,"0","ENSCJAG00000012741"
"ENSCJAG00000032375",8.37859943144202e-11,0.338448247392981,0.693,0.506,2.70821469422501e-06,"0","ENSCJAG00000032375"
"LIPG",8.54865168373257e-11,0.785370210278449,0.781,0.56,2.76318068373288e-06,"0","LIPG"
"C3orf58",8.96867534261951e-11,0.462661683845989,0.642,0.405,2.8989449309949e-06,"0","C3orf58"
"DPYSL3",9.12114063618483e-11,0.350241438677942,0.788,0.533,2.94822628783402e-06,"0","DPYSL3"
"CRTAP",1.06101939342013e-10,0.461009978233557,0.934,0.845,3.42953298535189e-06,"0","CRTAP"
"ITGA5",1.06264412945252e-10,0.47623886864429,0.818,0.664,3.43478461962938e-06,"0","ITGA5"
"ENSCJAG00000000095",1.17655220232762e-10,0.60545633565819,0.664,0.465,3.80296968358356e-06,"0","ENSCJAG00000000095"
"ENSCJAG00000032456",1.33077732736406e-10,0.353033342895408,0.949,0.951,4.30147155523885e-06,"0","ENSCJAG00000032456"
"BEX3",1.44094344034385e-10,0.299683883565529,0.854,0.635,4.65756148222344e-06,"0","BEX3"
"EEF2",1.57214818375059e-10,0.36530426013117,0.993,1,5.08165457433702e-06,"0","EEF2"
"PPP1R14B",2.00019104747804e-10,0.407636398932853,0.891,0.932,6.46521752276327e-06,"0","PPP1R14B"
"PCDH18",2.25704466579411e-10,0.337647365153874,0.591,0.353,7.29544547324629e-06,"0","PCDH18"
"ENSCJAG00000033232",2.30573886312622e-10,0.484059857163986,0.723,0.512,7.45283972728288e-06,"0","ENSCJAG00000033232"
"CCNI",2.31797130128343e-10,0.448163022783415,0.971,0.984,7.49237863713844e-06,"0","CCNI"
"ENSCJAG00000011247",2.54691058644655e-10,0.409480838429521,1,0.996,8.23237908857119e-06,"0","ENSCJAG00000011247"
"NT5DC2",2.5687808150414e-10,0.297626877154606,0.628,0.351,8.30307022845832e-06,"0","NT5DC2"
"VKORC1",2.61499292857366e-10,0.514634747448654,0.942,0.946,8.45244164302865e-06,"0","VKORC1"
"TNNI3",2.71075714535429e-10,0.489223768127127,0.766,0.654,8.76198032092868e-06,"0","TNNI3"
"RPL35",2.81835467533606e-10,0.339611128578611,1,0.999,9.10976781708875e-06,"0","RPL35"
"ENSCJAG00000001115",2.84598020375474e-10,0.35356687169825,0.978,0.983,9.19906181259645e-06,"0","ENSCJAG00000001115"
"RPL9",3.73025573564791e-10,0.310384719083637,1,1,1.20573056143347e-05,"0","RPL9"
"ENSCJAG00000000072",3.98524074257109e-10,0.291636628128279,1,1,1.28814936522125e-05,"0","ENSCJAG00000000072"
"ENSCJAG00000014493",4.47019730685198e-10,0.343987639347911,0.985,0.992,1.44490187549377e-05,"0","ENSCJAG00000014493"
"NEO1",4.98208772580039e-10,0.337695508807128,0.788,0.595,1.61036021561046e-05,"0","NEO1"
"RACK1",5.08647252143214e-10,0.387296178773604,1,1,1.64410051310251e-05,"0","RACK1"
"CKAP4",5.27106296357917e-10,0.35338255312059,0.883,0.791,1.7037656817177e-05,"0","CKAP4"
"EEF1G",5.79230407107422e-10,0.319583967613169,0.993,0.996,1.87224644489332e-05,"0","EEF1G"
"CDX2",6.41084026684593e-10,0.460770578717337,0.65,0.491,2.07217589945261e-05,"0","CDX2"
"PRLR",6.51066475358389e-10,0.489966172817019,0.635,0.409,2.10444216830092e-05,"0","PRLR"
"ENSCJAG00000000638",6.86989004646093e-10,0.427968009569024,1,0.997,2.22055455971757e-05,"0","ENSCJAG00000000638"
"PTK7",8.74634125199557e-10,0.685167309977256,0.825,0.676,2.82707988288253e-05,"0","PTK7"
"ARL4D",9.20689245428706e-10,0.417709905388878,0.912,0.849,2.97594384799921e-05,"0","ARL4D"
"DPY19L1",9.93111747689016e-10,0.521925467882028,0.832,0.69,3.21003510205521e-05,"0","DPY19L1"
"ENSCJAG00000016113",1.01645943452882e-09,0.330127304553951,1,0.999,3.28550183022752e-05,"0","ENSCJAG00000016113"
"CD164",1.04478960064252e-09,0.747838238436485,0.993,0.993,3.37707342615683e-05,"0","CD164"
"CHST14",1.11919644091026e-09,0.291071390973965,0.562,0.32,3.61757865595424e-05,"0","CHST14"
"ST3GAL2",1.21115224081090e-09,0.279245759447094,0.46,0.245,3.91480738797306e-05,"0","ST3GAL2"
"ENSCJAG00000008988",1.31922762666072e-09,0.569511743366698,0.949,0.979,4.26413945765546e-05,"0","ENSCJAG00000008988"
"RAD23B",1.42308647450256e-09,0.48199241574183,0.927,0.961,4.59984241153462e-05,"0","RAD23B"
"ACTN1",1.46614651197672e-09,0.367913945578316,0.956,0.86,4.73902537066236e-05,"0","ACTN1"
"ADAMTS18",1.48521648439497e-09,0.741486944532404,0.854,0.738,4.80066524250986e-05,"0","ADAMTS18"
"TMED9",1.55405547941588e-09,0.478762079921667,0.934,0.937,5.02317352611596e-05,"0","TMED9"
"ABHD5",1.56440951741768e-09,0.610785556906896,0.854,0.795,5.05664088314917e-05,"0","ABHD5"
"PLS3",1.57886191258952e-09,0.27506461998035,0.847,0.594,5.10335536006312e-05,"0","PLS3"
"DEF6",1.7023329800653e-09,0.360216986468703,0.993,0.997,5.50245089146507e-05,"0","DEF6"
"RAB34",1.77489141108926e-09,0.723846028269076,0.774,0.664,5.73698150806381e-05,"0","RAB34"
"APP",1.85406852039949e-09,0.445129558312999,0.956,0.876,5.99290567848728e-05,"0","APP"
"ETS1",2.09486538683065e-09,0.254347834404765,0.701,0.516,6.77123338985273e-05,"0","ETS1"
"PRPF38B",2.36714596352112e-09,0.554498265662103,0.964,0.952,7.65132589788933e-05,"0","PRPF38B"
"ZEB2",2.52021484963282e-09,0.25025620869804,0.54,0.319,8.14609045846817e-05,"0","ZEB2"
"COL18A1",2.88525532307561e-09,0.384944968598233,0.92,0.841,9.32601078077728e-05,"0","COL18A1"
"NPC2",2.9804531679082e-09,0.384232801123216,0.971,0.983,9.63371877462967e-05,"0","NPC2"
"COLEC12",3.26165560305186e-09,0.441850809923451,0.839,0.759,0.000105426494057445,"0","COLEC12"
"SERPINE2",3.39892436936938e-09,0.308939225232773,0.898,0.797,0.000109863432391127,"0","SERPINE2"
"P4HB",3.4107039949144e-09,0.423823790004922,1,0.999,0.000110244185227618,"0","P4HB"
"NAV3",4.4701756641307e-09,0.529219396765894,0.591,0.364,0.000144489487991697,"0","NAV3"
"PRTG",4.68960612018134e-09,0.592551419089761,0.613,0.443,0.000151582138622621,"0","PRTG"
"TKT",6.86921637921555e-09,0.428418307569111,0.993,0.966,0.000222033681025384,"0","TKT"
"ITGB5",6.9502471729311e-09,0.45675448756866,0.854,0.745,0.000224652839370652,"0","ITGB5"
"KIAA1551",7.91533986573092e-09,0.659702697977147,0.964,0.968,0.000255847530480021,"0","KIAA1551"
"ITGA1",9.90846462629012e-09,0.71789095492353,0.679,0.481,0.000320271302115576,"0","ITGA1"
"SLC25A6",1.03499787215841e-08,0.354764684338069,1,0.99,0.000334542362217763,"0","SLC25A6"
"SOCS3",1.04671741189646e-08,0.368975337978077,0.628,0.432,0.000338330469047292,"0","SOCS3"
"ETS2",1.12137310814098e-08,0.397485238650437,0.825,0.677,0.000362461429744408,"0","ETS2"
"FBL",1.14327756192747e-08,0.408594020393496,0.898,0.925,0.000369541606341815,"0","FBL"
"RPL12",1.3185509424297e-08,0.301686559202695,1,0.997,0.000426195221121551,"0","RPL12"
"ENSCJAG00000006384",1.33291685185154e-08,0.298991570789777,0.985,0.97,0.000430838714023972,"0","ENSCJAG00000006384"
"MORF4L2",1.41793269958712e-08,0.335583411806059,0.971,0.937,0.000458318386487545,"0","MORF4L2"
"GSTP1",1.59619802757986e-08,0.33595338096959,0.978,0.889,0.000515939088454637,"0","GSTP1"
"CEP126",1.63551154910879e-08,0.342561090793904,0.445,0.255,0.000528646398018434,"0","CEP126"
"CDK6",1.72329062936906e-08,0.530887979895496,0.847,0.814,0.00055701923013096,"0","CDK6"
"LIN28A",1.78586621741281e-08,0.318715437117058,0.796,0.595,0.000577245537454344,"0","LIN28A"
"ENSCJAG00000008234",1.95810328833333e-08,0.312249700446941,1,0.997,0.000632917725887983,"0","ENSCJAG00000008234"
"HNRNPL",1.99274357881598e-08,0.337957459703318,0.964,0.983,0.000644114506980691,"0","HNRNPL"
"TMEM132A",2.08002734832618e-08,0.346889485831079,0.65,0.456,0.00067232723979947,"0","TMEM132A"
"GREB1",2.09577994824174e-08,0.416310047693379,0.752,0.633,0.000677418952670179,"0","GREB1"
"SCD",2.16055009367341e-08,0.374456165431475,0.985,0.958,0.000698354606778057,"0","SCD"
"ARMCX1",2.20712175122953e-08,0.363371664689309,0.839,0.611,0.00071340796364992,"0","ARMCX1"
"ENSCJAG00000034610",2.31439954936768e-08,0.503059289511768,0.336,0.152,0.000748083366342116,"0","ENSCJAG00000034610"
"SCPEP1",2.86641907082715e-08,0.411657875048757,0.985,0.953,0.000926512636263461,"0","SCPEP1"
"VCAN",2.91277475865648e-08,0.364894450348176,0.825,0.643,0.000941496185240533,"0","VCAN"
"HDLBP",2.91323396943867e-08,0.388104589891341,0.942,0.983,0.00094164461594166,"0","HDLBP"
"C7orf57",3.07037459543306e-08,0.360981250242777,0.774,0.629,0.000992437180481827,"0","C7orf57"
"MTUS1",3.22365317841588e-08,0.533527646098571,0.839,0.766,0.00104198141685937,"0","MTUS1"
"SQLE",3.42611092739708e-08,0.559084872299819,0.942,0.908,0.00110742183506256,"0","SQLE"
"RPLP0",3.60655009267981e-08,0.302024497792758,0.993,0.997,0.00116574518645689,"0","RPLP0"
"SLC20A1",3.64839373062123e-08,0.42358129164472,0.927,0.887,0.0011792703055487,"0","SLC20A1"
"FHL3",3.85710221169843e-08,0.305763398730372,0.606,0.439,0.00124673114788728,"0","FHL3"
"PTP4A2",3.99235204615886e-08,0.354761707155878,0.949,0.983,0.00129044795187993,"0","PTP4A2"
"PABPN1",4.52982771935146e-08,0.394284629653858,0.949,0.984,0.00146417621372597,"0","PABPN1"
"RPL37",4.96427111487509e-08,0.265847828862398,1,0.997,0.00160460135246108,"0","RPL37"
"UPP1",4.96965105166071e-08,0.460780378420374,0.883,0.815,0.00160634030942829,"0","UPP1"
"ENSCJAG00000020243",4.98564673825127e-08,0.286982334412023,1,1,0.00161151059520496,"0","ENSCJAG00000020243"
"VEGFB",4.999646532921e-08,0.269210867194835,0.796,0.64,0.00161603574883605,"0","VEGFB"
"MORF4L1",5.66372350959199e-08,0.531201845583612,0.993,0.984,0.00183068535000542,"0","MORF4L1"
"GLS",6.39122542024833e-08,0.345593665545348,0.92,0.8,0.00206583579258687,"0","GLS"
"RPS5",6.75420742534505e-08,0.314589124847386,1,1,0.00218316246609428,"0","RPS5"
"TMSB15B",7.13347001865965e-08,0.429458211675183,0.861,0.715,0.00230575151413136,"0","TMSB15B"
"ARRB1",7.24538416158581e-08,0.350036615138028,0.679,0.498,0.00234192552254938,"0","ARRB1"
"FILIP1L",8.70500480942472e-08,0.455630393181715,0.679,0.487,0.00281371870455035,"0","FILIP1L"
"HSPG2",9.2915393641563e-08,0.446618980603124,0.942,0.896,0.00300330426867624,"0","HSPG2"
"LAMB2",9.70475560130668e-08,0.69279007627368,0.876,0.843,0.00313686815301036,"0","LAMB2"
"SSRP1",9.9899748177623e-08,0.401659186062048,0.883,0.869,0.00322905956034531,"0","SSRP1"
"ENSCJAG00000004393",1.04700076514225e-07,0.481223490318166,0.934,0.896,0.0033842205731693,"0","ENSCJAG00000004393"
"ENSCJAG00000000377",1.07950536349884e-07,0.291750094680219,1,0.996,0.00348928518643729,"0","ENSCJAG00000000377"
"ENSCJAG00000007952",1.16887129943351e-07,0.514805963760866,0.971,0.99,0.00377814270115894,"0","ENSCJAG00000007952"
"HNRNPK",1.17503302379095e-07,0.347257159656668,0.993,0.996,0.00379805924279949,"0","HNRNPK"
"ENSCJAG00000005912",1.19108103128226e-07,0.455057869421889,0.956,0.994,0.00384993121741365,"0","ENSCJAG00000005912"
"CTSV",1.25785144822886e-07,0.606563614598169,0.891,0.824,0.00406575323611014,"0","CTSV"
"G0S2",1.27426830026829e-07,0.31357819686513,0.65,0.449,0.00411881742695721,"0","G0S2"
"EML4",1.36873243520464e-07,0.515450492359104,0.956,0.965,0.00442415385031197,"0","EML4"
"MBOAT7",1.47159916567911e-07,0.343722619494252,0.832,0.818,0.00475664998322458,"0","MBOAT7"
"SLC45A3",1.50277644634069e-07,0.283334299231821,0.613,0.457,0.00485742430750701,"0","SLC45A3"
"ENSCJAG00000005632",1.53859769369129e-07,0.267859475671175,1,0.996,0.00497320932531835,"0","ENSCJAG00000005632"
"ENSCJAG00000011888",1.63484067566922e-07,0.263360286259314,0.518,0.327,0.00528429551596562,"0","ENSCJAG00000011888"
"MYH10",1.7020895156303e-07,0.522802195308519,0.898,0.898,0.00550166394137182,"0","MYH10"
"PGRMC1",1.83578754395763e-07,0.403682094692079,0.898,0.853,0.00593381607833424,"0","PGRMC1"
"IGFBP3",1.89298666562052e-07,0.745692009627481,0.781,0.525,0.00611870079928522,"0","IGFBP3"
"PKP4",2.02772313353325e-07,0.521002707909547,0.774,0.687,0.00655420948451951,"0","PKP4"
"RTN4",2.09985522125586e-07,0.505060140377146,0.949,0.944,0.0067873620316653,"0","RTN4"
"SSR3",2.26575520030439e-07,0.371476419530866,0.971,0.983,0.0073236005339439,"0","SSR3"
"ENSCJAG00000007532",2.37087223125552e-07,0.540731086923732,0.927,0.894,0.00766337031308721,"0","ENSCJAG00000007532"
"RABGGTB",2.53362120088209e-07,0.514312467384483,0.978,0.945,0.00818942380761119,"0","RABGGTB"
"ENSCJAG00000021527",2.56535602650192e-07,0.350390267430944,0.832,0.827,0.00829200028446215,"0","ENSCJAG00000021527"
"ADI1",3.11642347184928e-07,0.375803287648,0.876,0.822,0.0100732155880584,"0","ADI1"
"GSTM5",3.41523201306141e-07,0.403243172926517,0.927,0.949,0.0110390544358184,"0","GSTM5"
"YAP1",3.48311612675406e-07,0.379456606705896,0.898,0.925,0.0112584762565072,"0","YAP1"
"BTBD3",3.509798930437e-07,0.413223231469172,0.869,0.849,0.0113447230828515,"0","BTBD3"
"RCN2",4.46406880239828e-07,0.380026554790786,0.912,0.891,0.014429209589992,"0","RCN2"
"ENPP2",4.60025550628361e-07,0.595792279193012,0.635,0.422,0.0148694058729605,"0","ENPP2"
"PGRMC2",4.65028924276191e-07,0.400622593635681,0.891,0.879,0.0150311299193793,"0","PGRMC2"
"SLC2A1",4.8703486455137e-07,0.404911404065269,0.971,0.983,0.0157424279268939,"0","SLC2A1"
"LSM14A",5.51586933972951e-07,0.485419657407128,0.934,0.941,0.0178289444668077,"0","LSM14A"
"LANCL3",5.52745942232446e-07,0.364378337508552,0.453,0.271,0.0178664070907793,"0","LANCL3"
"MAP1B",5.87573375547118e-07,0.540829183377289,0.664,0.536,0.0189921342178095,"0","MAP1B"
"CHKA",6.28984516581371e-07,0.322307136240696,0.766,0.652,0.0203306665294597,"0","CHKA"
"AHNAK",6.5998155123552e-07,0.328811682343576,0.942,0.935,0.0213325836805857,"0","AHNAK"
"SLIRP",6.76176671486447e-07,0.422960003118643,0.92,0.937,0.0218560585524564,"0","SLIRP"
"PLPPR3",6.92427392879004e-07,0.312873231037308,0.92,0.972,0.022381330620028,"0","PLPPR3"
"ADAMTS3",7.01642323443992e-07,0.437264999079676,0.686,0.54,0.0226791848206801,"0","ADAMTS3"
"QKI",7.01935718866128e-07,0.350035607177963,0.934,0.966,0.0226886682409098,"0","QKI"
"SC5D",7.19250702748417e-07,0.697064446546166,0.92,0.903,0.0232483404649371,"0","SC5D"
"PITPNM2",7.61388385055983e-07,0.282947957541275,0.737,0.547,0.0246103567701645,"0","PITPNM2"
"PPIB",7.66551236705267e-07,0.446326686065114,0.993,0.982,0.0247772356240244,"0","PPIB"
"RPL35A",7.67346603274681e-07,0.321418138668297,1,0.997,0.0248029442576475,"0","RPL35A"
"ITPR1",8.024931821305e-07,0.408225347855613,0.715,0.605,0.0259389871260042,"0","ITPR1"
"ATP2C1",8.67701821781432e-07,0.446165072562498,0.956,0.975,0.0280467259854412,"0","ATP2C1"
"ENSCJAG00000017673",8.95456044203344e-07,0.252908128228584,1,0.997,0.0289438257167847,"0","ENSCJAG00000017673"
"TUBA1B",9.05985212748003e-07,0.273567879814523,0.993,0.997,0.0292841600316537,"0","TUBA1B"
"CAPN2",9.75457450112051e-07,0.341966975759488,0.891,0.787,0.0315297111599718,"0","CAPN2"
"AC068775.1",1.01593723649606e-06,0.538557204505109,0.964,0.98,0.0328381392952621,"0","AC068775.1"
"TM9SF3",1.09425782809587e-06,0.472868125535331,0.949,0.97,0.0353696957775428,"0","TM9SF3"
"ITGB1",1.13129647178053e-06,0.417736767791756,0.978,0.99,0.036566895857362,"0","ITGB1"
"T",1.20096401469543e-06,0.429160905981011,0.438,0.241,0.0388187598470003,"0","T"
"ENSCJAG00000006735",1.23401253913679e-06,0.587109705694747,0.942,0.962,0.0398869873025185,"0","ENSCJAG00000006735"
"M6PR",1.25958713617351e-06,0.689028091594587,0.891,0.856,0.0407136350025363,"0","M6PR"
"ENSCJAG00000001505",1.28589687680848e-06,0.433353968088229,0.956,0.986,0.0415640447490805,"0","ENSCJAG00000001505"
"FGFR3",1.32503569266857e-06,0.300836753437631,0.905,0.842,0.0428291286941263,"0","FGFR3"
"NDUFB1",1.39653195340077e-06,0.386155366281919,0.971,0.983,0.0451401023297732,"0","NDUFB1"
"SMC4",1.41760208293409e-06,0.661874159862304,0.964,0.938,0.0458211521266787,"0","SMC4"
"SLCO4C1",1.42030080764278e-06,0.444764227776312,0.759,0.606,0.0459083830054377,"0","SLCO4C1"
"ENSCJAG00000020071",1.52802212886213e-06,0.290550166730065,0.993,0.989,0.0493902592712106,"0","ENSCJAG00000020071"
"TFRC",1.74433559235502e-06,0.548139646119285,0.993,0.993,0.0563821593516913,"0","TFRC"
"DNAJA1",2.09398655659147e-06,0.27662083472917,1,0.993,0.0676839274687061,"0","DNAJA1"
"TRIP6",2.11947995950834e-06,0.353960551146961,0.745,0.652,0.068507950731188,"0","TRIP6"
"ENSCJAG00000013281",2.23892242510599e-06,0.322391273463777,0.942,0.961,0.0723686895467009,"0","ENSCJAG00000013281"
"CDK14",2.41148646050038e-06,0.379650108039437,0.679,0.559,0.0779464768627538,"0","CDK14"
"PTOV1",2.49832769479553e-06,0.293084641245832,0.985,0.975,0.0807534460788758,"0","PTOV1"
"TMED10",2.64731216481776e-06,0.438950609219243,0.964,0.975,0.0855690711034043,"0","TMED10"
"CTTN",2.8902585318113e-06,0.337111067042954,0.956,0.983,0.0934218265237366,"0","CTTN"
"SELENOM",3.22797300604301e-06,0.355472317645949,0.832,0.76,0.104337771474328,"0","SELENOM"
"SRSF9",3.23942280446702e-06,0.349549157630161,0.934,0.928,0.104707863308788,"0","SRSF9"
"TENM4",3.5387285582397e-06,0.529120749120602,0.708,0.57,0.114382323187982,"0","TENM4"
"MYO10",3.77489019460058e-06,0.474921120197386,0.869,0.822,0.122015775760074,"0","MYO10"
"ENSCJAG00000004107",3.86258267844476e-06,0.379402026441375,0.803,0.656,0.12485025991537,"0","ENSCJAG00000004107"
"TMEM8A",3.95206918528276e-06,0.312997689617022,0.708,0.532,0.127742732275895,"0","TMEM8A"
"REPIN1",4.02704023257554e-06,0.369385537397646,0.781,0.75,0.130166021437539,"0","REPIN1"
"LAMA1",4.23910312917093e-06,0.310783140128242,0.934,0.845,0.137020530444192,"0","LAMA1"
"MARVELD1",4.45207431250298e-06,0.276106256581313,0.672,0.515,0.143904398003034,"0","MARVELD1"
"DSG2",4.5549959838329e-06,0.306300862343153,0.956,0.956,0.147231135185431,"0","DSG2"
"DDX17",4.99357579109006e-06,0.254118108644424,0.971,0.975,0.161407350295404,"0","DDX17"
"ENSCJAG00000007008",5.01683921219983e-06,0.329117502457664,0.642,0.485,0.162159293855935,"0","ENSCJAG00000007008"
"ACOT13",5.70073877141853e-06,0.629836597498922,0.869,0.893,0.184264979308561,"0","ACOT13"
"EXT2",5.75954979334026e-06,0.425049840377456,0.861,0.817,0.186165927970137,"0","EXT2"
"FASN",5.7823922269347e-06,0.374367169563199,0.956,0.965,0.18690426395121,"0","FASN"
"ENSCJAG00000013691",6.57018804313451e-06,0.261357095182493,0.993,0.999,0.212368188118237,"0","ENSCJAG00000013691"
"PDIA4",7.00221861127505e-06,0.442750519096138,0.985,0.977,0.226332712172243,"0","PDIA4"
"KPNB1",7.36022851531849e-06,0.379116306980035,0.942,0.97,0.23790466630064,"0","KPNB1"
"CCNG2",7.49860785754435e-06,0.339627497876946,0.825,0.762,0.242377501779406,"0","CCNG2"
"ARL4C",7.70841555959212e-06,0.511570432833701,0.686,0.608,0.249159116132696,"0","ARL4C"
"RPN1",9.41422220151033e-06,0.38300990891814,0.985,0.986,0.304295904219418,"0","RPN1"
"ELOVL2",9.65087619111424e-06,0.346623307723519,0.723,0.54,0.311945271125385,"0","ELOVL2"
"GTF2I",9.66869263956339e-06,0.478611587825889,0.869,0.893,0.312521152188608,"0","GTF2I"
"AGPAT5",1.04579554216669e-05,0.321601267679571,0.803,0.69,0.338032493094539,"0","AGPAT5"
"RPL27",1.12307227776331e-05,0.262429612539902,1,0.994,0.363010652341433,"0","RPL27"
"EHD3",1.16810483407279e-05,0.560410353281338,0.679,0.58,0.377566525517348,"0","EHD3"
"SLC16A3",1.20172968347274e-05,0.465267024970621,0.774,0.714,0.388435085588894,"0","SLC16A3"
"PTCH1",1.29947458135701e-05,0.323480341784684,0.723,0.623,0.420029168932026,"0","PTCH1"
"PDE3B",1.31817837531188e-05,0.445901061874383,0.482,0.324,0.426074796252058,"0","PDE3B"
"NCKAP1",1.49488104874754e-05,0.421825581572491,0.927,0.944,0.483190401386667,"0","NCKAP1"
"ORAI2",1.571570197774e-05,0.305245994257939,0.496,0.334,0.507978635026491,"0","ORAI2"
"MAPKAPK2",1.90962413935239e-05,0.261059041036964,0.861,0.811,0.617247810562872,"0","MAPKAPK2"
"ENSCJAG00000003046",1.9683911848097e-05,0.254879814844401,0.628,0.451,0.636243082666038,"0","ENSCJAG00000003046"
"SGPL1",1.97017227380183e-05,0.495343497427869,0.759,0.707,0.636818784060967,"0","SGPL1"
"GM2A",1.97561470116908e-05,0.321613908661949,0.912,0.858,0.638577939858882,"0","GM2A"
"DYNLL1",2.18769164640877e-05,0.304389570360848,0.978,0.973,0.707127570868708,"0","DYNLL1"
"ENSCJAG00000009147",2.21239448099479e-05,0.502301230147905,0.905,0.965,0.715112268091946,"0","ENSCJAG00000009147"
"SULF1",2.26168456069113e-05,0.349478338209981,0.482,0.346,0.731044300552193,"0","SULF1"
"HNRNPR",2.26928947740671e-05,0.297506635355012,0.912,0.948,0.733502437782169,"0","HNRNPR"
"TRIM28",2.28973816976806e-05,0.287153044796106,0.964,0.962,0.740112068614129,"0","TRIM28"
"RBM47",2.31386469080174e-05,0.472409792188593,0.927,0.956,0.747910484007846,"0","RBM47"
"TRIM71",2.50552227170745e-05,0.366634594540965,0.796,0.773,0.809859963884,"0","TRIM71"
"RPS27",2.75713085625171e-05,0.276652698037021,1,1,0.891187406666239,"0","RPS27"
"NYNRIN",2.83622671637911e-05,0.485321493888121,0.723,0.592,0.916753561535221,"0","NYNRIN"
"ACVR1",2.95941546191311e-05,0.523050129550014,0.832,0.798,0.956571859754174,"0","ACVR1"
"NR2F6",3.08589527042357e-05,0.297689389292542,0.825,0.812,0.997453928259009,"0","NR2F6"
"CDK1",3.51844458988181e-05,0.394089143096121,0.898,0.841,1,"0","CDK1"
"NCAPD3",3.67483005648609e-05,0.536417791888763,0.832,0.866,1,"0","NCAPD3"
"ENSCJAG00000009185",3.72890767179997e-05,0.391174650958447,0.949,0.945,1,"0","ENSCJAG00000009185"
"ELOVL6",4.01730106623735e-05,0.456295271923614,0.774,0.698,1,"0","ELOVL6"
"PRDX3",4.38460974073792e-05,0.412616263359029,0.964,0.961,1,"0","PRDX3"
