x,y,z,shot,tissue
60.426033869988,-93.0229955455387,-207.108466966098,234_D,Am
14.786227055613,-144.200515908476,-200.797833879487,234_E,Am
-104.498186292033,-191.622105960248,-191.238602444647,234_G,Am
-143.12768063984,-190.691225594408,-170.061265017258,234_H,Am
123.64669649173,-117.951177005736,-41.2316528451051,243_C,Am
159.357012948207,-80.7996137327971,-43.3383638241017,243_D,Am
190.072062674858,-50.4515058052176,-46.5547020989192,243_E,Am
101.825415969664,-139.795809288566,-44.7895872071614,243_F,Am
53.7487362353732,-181.911783473516,-51.0611141503216,243_H,Am
26.3759648310591,-200.214049883967,-51.2595763893531,243_I,Am
-33.201768869319,-232.159285502276,-46.3119130000758,243_K,Am
-72.9424763058381,-250.231414650826,-42.8811220599638,243_L,Am
-162.103114826627,-215.840812266314,-58.6061779885235,243_N,Am
142.758722433964,-104.12356535368,-4.43090795022991,246_F,Am
81.8092426976663,-162.924628781471,-8.55023212287448,246_G,Am
-54.7970233282726,-253.596069253862,-2.04598171862974,246_I,Am
-110.193669099255,-282.203152385596,2.47709866411825,246_J,Am
-180.92764401787,-296.62652692674,2.91553567932705,246_K,Am
253.20269152464,72.6228106538928,-21.2308364432917,246_AS,Am
-267.338844997845,-240.265078550544,39.9993691209172,249_T,Am
-223.384768424796,-253.804784797968,40.1063569459705,249_U,Am
-214.213475302017,-254.831827483506,39.5213314907109,249_V,Am
-189.803077428345,-256.417579876634,40.0647209189082,249_W,Am
77.3918290706927,65.9876112276663,141.161223911668,255_C,Am
96.3013872265305,56.9191396675456,142.057406262498,255_D,Am
41.5029255279314,29.3456318711977,144.580845594072,255_E,Am
65.5755652276199,13.729690482898,146.059224431724,255_F,Am
12.25848919055,-58.5924465173225,139.414916837016,255_G,Am
-27.4879727670309,-110.975193077361,138.16073358035,255_I,Am
6.04901819646553,-130.857962026624,139.849680800953,255_J,Am
-68.7652794795079,-162.130256338975,131.09987432277,255_L,Am
-120.513028272105,-219.012037768176,147.303703017499,255_M,Am
107.050741756722,108.245790765398,136.671711436115,255_Z,Am
-94.6034274254556,-36.3151702210281,-157.841578268808,234_M,EmDisc
19.1300470122203,42.5677114260608,-206.19577505116,234_O,EmDisc
78.0337112594795,65.0268309800197,-199.464466406746,234_P,EmDisc
-44.163937,18.767427,-174.88916,234_R,EmDisc
2.47731247145714,48.7899514276521,-180.270486389705,234_S,EmDisc
29.0919648839156,64.5128173366626,-166.961531851588,234_W,EmDisc
137.413611919265,83.0096117254436,-172.786180708379,234_AE,EmDisc
158.850418023626,88.1483943327794,-163.824322320773,234_AF,EmDisc
137.881722953816,30.6781414004362,-194.492959329397,234_AI,EmDisc
204.672237212469,61.4888105213533,-77.929522173238,243_R,EmDisc
149.615198707915,45.7720047513426,-61.5850245292607,243_S,EmDisc
113.213193044657,18.5757083614723,-53.7940044446154,243_T,EmDisc
92.7803196879399,-2.24016233842448,-51.5602549568332,243_U,EmDisc
67.160639900745,-36.1705059128029,-50.215130661228,243_V,EmDisc
42.2487785979947,-65.5282259008856,-62.3069955375962,243_W,EmDisc
12.1682098628377,-96.718104087679,-66.4862416574127,243_X,EmDisc
-26.7637670980469,-148.058619640704,-60.0996441675458,243_Y,EmDisc
-57.6570893019693,-180.000504799159,-54.2855038449932,243_Z,EmDisc
-110.193430219594,-197.992099857434,-53.7686346659347,243_AA,EmDisc
-173.486610017217,-190.836789451657,-55.6104230867995,243_AB,EmDisc
-141.778687988765,-107.800085893743,-55.4277571864801,243_AR,EmDisc
-180.50508494754,-137.969787568363,-66.6095502743045,243_AS,EmDisc
-292.976139879545,-105.085223550831,25.1755758816381,246_O,EmDisc
233.043592484584,103.194022776096,-11.3332302267893,246_AP,EmDisc
-227.9057017946,-178.697820687948,-6.27481902486837,246_AU,EmDisc
-127.720394280984,-199.84722895654,-10.5823706958414,246_AV,EmDisc
-17.7414529430958,-137.904302945972,9.79533023127986,246_AW,EmDisc
0.293599583285731,-16.9116398184499,-7.62804676731472,246_AX,EmDisc
35.2349920158885,52.2246367509039,-10.561500738461,246_AY,EmDisc
74.7123470216636,91.4279113508636,-6.42971058791926,246_AZ,EmDisc
184.896282941525,98.1378937645345,41.0145818490689,249_G,EmDisc
215.610024802234,109.701679905784,41.581182108412,249_H,EmDisc
78.8400021083263,103.500140357706,34.4366017788717,249_P,EmDisc
57.2657274881672,73.3736423439802,33.4325222583796,249_Q,EmDisc
112.708208741882,9.85301105801753,53.7013925950596,249_R,EmDisc
-62.4889010781729,-148.64220915319,37.39181831116,249_Z,EmDisc
-82.2027947420369,-41.1291955483149,39.0531634576574,249_Y,EmDisc
-179.047701778278,-171.518376854264,58.2223328671993,249_AG,EmDisc
-173.494985219213,-107.41274983684,145.54224724373,255_R,EmDisc
-115.359538457303,-73.3509299249111,149.569085347031,255_S,EmDisc
-68.9729029394335,-56.5020711596462,149.175459752761,255_T,EmDisc
-37.119973795102,-6.65804667006096,134.852679703757,255_U,EmDisc
11.9914101253736,25.9225785819538,120.564643068343,255_V,EmDisc
39.8284261300438,72.1034898943241,128.168079461273,255_W,EmDisc
66.6665401861717,116.550210594166,127.667484230123,255_X,EmDisc
-260.718614570893,-104.144315295727,133.286756101467,255_AQ,EmDisc
221.612411,43.391151,-71.902946,243_O,PGC
224.125259215502,45.9344657329632,-58.5398255240492,243_P,PGC
224.197748498368,46.0305949152027,-55.6237752156306,243_Q,PGC
225.07359373689,115.494345737946,12.9258072677467,246_AK,PGC
220.370874419047,109.780667611639,-0.483741976855698,246_AM,PGC
229.434127833408,111.492204993155,4.32882919475197,246_AN,PGC
230.977825582781,60.9072301972218,-9.48607889821429,246_AR,PGC
59.457400778965,188.848945003312,-76.8170401901541,243_AM,SYS
-11.2309227800294,158.752996165792,-70.4841756356809,243_AN,SYS
-51.977200197555,131.245130843269,-67.1939518133868,243_AO,SYS
-121.388924175077,-8.78292115066175,-74.7292564450295,243_AT,SYS
-269.632826253783,23.5391957177661,19.702667043487,246_Q,SYS
-237.462039488565,78.9434970146152,15.1687799790483,246_R,SYS
-200.770838576769,132.482339170655,12.6469364069639,246_S,SYS
-137.709066432715,176.453272609638,4.7956243006891,246_T,SYS
-59.6714473913299,241.227480951006,4.83291683578664,246_U,SYS
23.2417188183668,219.387465632914,-0.954298476042827,246_V,SYS
-9.26668365887823,255.016262127993,6.19767827352565,246_AB,SYS
120.622704600335,220.940994363859,-16.6952739924572,246_AH,SYS
-117.453613,88.076324,-15.0731,249_AF,SYS
-57.3301895832943,252.98051658763,158.563179976418,255_AH,SYS
-151.907310571273,246.051143686218,129.330878465551,255_AN,SYS
-219.926726897899,172.568061303475,139.672112806697,255_AO,SYS
-260.351006963194,89.5392349000387,135.549029567423,255_AP,SYS
-250.188889,146.322876,124.516251,258_C,SYS
-103.193490989757,190.860779243546,170.089070806567,258_D,SYS
272.867167952341,100.515308964301,-198.561677538124,234_AP,Tb
-129.225363655855,-319.621492086443,-190.419498106811,234_AT,Tb
422.657479606237,4.91600162956008,-16.8317865508771,246_B,Tb
379.750121956649,-37.9622075859497,-9.71224118372377,246_C,Tb
253.641065950125,72.4319262769519,133.860733348007,255_A,Tb
227.015918082803,9.12732584256311,134.573129720317,255_B,Tb
170.044500655523,-71.366916834547,134.753535271739,255_P,Tb
155.809057172275,-86.1633689334332,135.033435222692,255_Q,Tb
-50.6680175129267,-26.7364154518008,-53.8709669005435,243_AC,VE
-30.9032108769199,-4.80813474582416,-48.3110760994758,243_AD,VE
-13.2650001697754,24.286949254834,-46.4080748814363,243_AE,VE
11.9719502806995,54.1313533291882,-44.6776601452137,243_AF,VE
35.5131397235257,76.4233472877368,-45.2227722852566,243_AG,VE
93.9600864756314,108.826659440672,-56.3545780990671,243_AH,VE
134.599391166036,122.989354649421,-60.3297389825426,243_AI,VE
161.503513086795,133.109972391182,-51.9361220669817,243_AJ,VE
77.1451569816663,174.211142992147,-6.14305345401556,246_W,VE
137.609640033576,189.641940136788,-12.2439257223866,246_AL,VE
-141.936467547445,-0.499831404401037,-10.7192696723917,246_BA,VE
-59.6135625124914,82.6613189513287,-6.48321714338864,246_BB,VE
-110.13424580793,-63.1923735474462,23.8574364240293,249_AD,VE
-213.665771985895,-38.7778819857239,125.511246545526,255_AA,VE
-13.0945332082883,105.278239853372,117.023164979349,255_AE,VE
26.3971594730393,162.249921701131,118.187146815151,255_AF,VE
53.641984388857,121.190372851025,-258.559113674675,229_A,ExMes
-16.0448806772132,-7.51298268455185,-282.010170429168,229_C,ExMes
52.4918307521648,23.7507232598271,-282.756990564386,229_D,ExMes
77.0491865927637,65.5433977751239,-269.469657966124,229_E,ExMes
87.9012044152696,107.598241104492,-261.763945586509,229_F,ExMes
99.2412116486147,-17.749537225722,-284.544391831289,229_I,ExMes
122.31909520058,80.9393595668038,-255.532714165146,229_K,ExMes
126.806279874459,122.600944064672,-243.26030749536,229_L,ExMes
-43.6129385757292,-196.303860956449,-257.83501624763,229_M,ExMes
-18.1729927216715,-174.538358755879,-270.75880444227,229_N,ExMes
-199.336679826188,-92.969087729661,-184.88926394236,234_K,ExMes
-174.392228384022,-43.6156538709455,-180.641736607871,234_L,ExMes
-124.520155157639,43.9430603485015,-190.582199103431,234_Q,ExMes
-91.3610355442208,93.6815983243905,-195.592635688432,234_T,ExMes
-65.4691965613424,131.259416941677,-195.096627445801,234_U,ExMes
-37.8664921229848,162.491715216604,-188.858062699425,234_V,ExMes
21.9339478827736,128.032900898231,-217.316016648757,234_X,ExMes
41.4356529848562,155.967726150569,-197.492897284281,234_Z,ExMes
85.3843582933847,162.765968658634,-188.092538815453,234_AB,ExMes
154.057117910098,199.7490229097,-183.652861149588,234_AD,ExMes
140.348774362736,56.1127458374692,-218.870692908488,234_AH,ExMes
138.341664730989,-74.8850808460007,-192.518608493996,234_AJ,ExMes
216.608581361213,16.95055790888,-201.431691900566,234_AL,ExMes
230.264333274352,59.9302755754985,-210.50967285409,234_AM,ExMes
174.514366475758,94.9689168911693,-191.833968894506,234_AN,ExMes
235.997760573333,159.312108928638,-203.418590924515,234_AO,ExMes
