1.3958e+05,1.3958e+05,1.3958e+05
1.3958e+05,1.3958e+05,1.3958e+05
1.3958e+05,1.3958e+05,1.3958e+05
1.3958e+05,1.3958e+05,1.3958e+05
1.3958e+05,1.3958e+05,1.3958e+05
1.3958e+05,1.3958e+05,1.3959e+05
1.3959e+05,1.3958e+05,1.3958e+05
1.3959e+05,1.3958e+05,1.3959e+05
1.3959e+05,1.3958e+05,1.4034e+05
1.3959e+05,1.4034e+05,1.3959e+05
1.3959e+05,1.4034e+05,1.3958e+05
1.3959e+05,1.3958e+05,1.3959e+05
1.3959e+05,1.3958e+05,1.3958e+05
1.3959e+05,1.3958e+05,1.3959e+05
1.3959e+05,1.3958e+05,1.3958e+05
1.3959e+05,1.3958e+05,1.3959e+05
1.3959e+05,1.3958e+05,1.3959e+05
1.3959e+05,1.3959e+05,1.3959e+05
1.3959e+05,1.3959e+05,1.3959e+05
1.3959e+05,1.3959e+05,1.3959e+05
1.3959e+05,1.3959e+05,1.3959e+05
1.3959e+05,1.3959e+05,1.3959e+05
1.396e+05,1.3959e+05,1.3959e+05
1.396e+05,1.3959e+05,1.396e+05
1.396e+05,1.3959e+05,1.3959e+05
1.396e+05,1.3959e+05,1.396e+05
1.396e+05,1.3959e+05,1.3959e+05
1.396e+05,1.3959e+05,1.396e+05
1.396e+05,1.3959e+05,1.3959e+05
1.396e+05,1.3959e+05,1.396e+05
1.396e+05,1.396e+05,1.396e+05
1.396e+05,1.396e+05,1.396e+05
1.396e+05,1.396e+05,1.3961e+05
1.396e+05,1.3961e+05,1.3961e+05
1.3961e+05,1.3961e+05,1.396e+05
1.3961e+05,1.396e+05,1.396e+05
1.3961e+05,1.3961e+05,1.396e+05
1.3961e+05,1.396e+05,1.396e+05
1.3962e+05,1.3961e+05,1.3961e+05
1.3962e+05,1.3961e+05,1.3962e+05
1.3962e+05,1.3961e+05,1.3961e+05
1.3962e+05,1.3961e+05,1.3962e+05
1.3962e+05,1.3961e+05,1.3961e+05
1.3962e+05,1.3961e+05,1.3962e+05
1.3962e+05,1.3961e+05,1.3962e+05
1.3962e+05,1.3962e+05,1.3962e+05
1.3962e+05,1.3962e+05,1.3962e+05
1.3962e+05,1.3962e+05,1.3962e+05
1.3962e+05,1.3962e+05,1.3962e+05
1.3962e+05,1.3962e+05,1.3962e+05
1.3962e+05,1.3962e+05,1.3962e+05
1.3962e+05,1.3962e+05,1.3962e+05
1.3962e+05,1.3962e+05,1.3962e+05
1.3962e+05,1.3962e+05,1.3963e+05
1.3963e+05,1.3963e+05,1.3963e+05
