,V1,V2,V3,V4
CME25A7587301Aligned.sortedByCoord.out.bam,E25A_193_X,CS7,ReGland_CS7,1
CME25A7587298Aligned.sortedByCoord.out.bam,E25A_201_U,CS7,Gland_CS7,1
CME25A7587297Aligned.sortedByCoord.out.bam,E25A_201_I,CS7,ReGland_CS7,1
CME25A7587295Aligned.sortedByCoord.out.bam,E25A_195_M,CS7,Tb_CS7,1
CME25A7587293Aligned.sortedByCoord.out.bam,E25A_193_W,CS7,ReStroma_CS7,1
CME25A7587294Aligned.sortedByCoord.out.bam,E25A_195_A,CS7,Gland_CS7,1
CME25A7587296Aligned.sortedByCoord.out.bam,E25A_195_Y,CS7,Tb_CS7,1
CME25A7587289Aligned.sortedByCoord.out.bam,E25A_201_H,CS7,ReStroma_CS7_Tb,1
CME25A7587291Aligned.sortedByCoord.out.bam,E25A_201_AF,CS7,Myo_CS7,1
CME25A7587288Aligned.sortedByCoord.out.bam,E25A_195_X,CS7,ExMes_CS7,1
CME25A7587290Aligned.sortedByCoord.out.bam,E25A_201_T,CS7,Stroma_CS7,1
CME25A7587284Aligned.sortedByCoord.out.bam,E25A_193_J,CS7,Am_CS7,1
CME25A7587283Aligned.sortedByCoord.out.bam,E25A_201_AE,CS7,Myo_CS7,1
CME25A7587287Aligned.sortedByCoord.out.bam,E25A_195_L,CS7,ExMes_CS7,1
CME25A7587286Aligned.sortedByCoord.out.bam,E25A_193_AH,CS7,Gland_CS7,1
CME25A7587285Aligned.sortedByCoord.out.bam,E25A_193_V,CS7,Tb_CS7,1
CME25A7587282Aligned.sortedByCoord.out.bam,E25A_201_S,CS7,Gland_CS7,1
CME25A7587280Aligned.sortedByCoord.out.bam,E25A_195_W,CS7,ExMes_CS7,1
CME25A7587277Aligned.sortedByCoord.out.bam,E25A_193_U,CS7,Am_CS7_ExMes,1
CME25A7587279Aligned.sortedByCoord.out.bam,E25A_195_K,CS7,Tb_CS7,1
CME25A7587275Aligned.sortedByCoord.out.bam,E25A_201_AD,CS7,Myo_CS7,1
CME25A7587278Aligned.sortedByCoord.out.bam,E25A_193_AG,CS7,Gland_CS7,1
CME25A7587274Aligned.sortedByCoord.out.bam,E25A_201_R,CS7,Gland_CS7,1
CME25A7587273Aligned.sortedByCoord.out.bam,E25A_201_F,CS7,Tb_CS7_ReStroma,1
CME25A7587272Aligned.sortedByCoord.out.bam,E25A_195_V,CS7,Tb_CS7_ExMes,1
CME25A7587265Aligned.sortedByCoord.out.bam,E25A_201_E,CS7,Tb_CS7,1
CME25A7587270Aligned.sortedByCoord.out.bam,E25A_193_AF,CS7,ReGland_CS7,1
CME25A7587267Aligned.sortedByCoord.out.bam,E25A_201_AC,CS7,Myo_CS7,1
CME25A7587261Aligned.sortedByCoord.out.bam,E25A_193_S,CS7,ReGland_CS7,1
CME25A7587264Aligned.sortedByCoord.out.bam,E25A_195_U,CS7,Tb_CS7,1
CME25A7587269Aligned.sortedByCoord.out.bam,E25A_193_T,CS7,ReStroma_CS7,1
CME25A7587268Aligned.sortedByCoord.out.bam,E25A_193_H,CS7,Stroma_CS7,1
CME25A7587266Aligned.sortedByCoord.out.bam,E25A_201_Q,CS7,Gland_CS7,1
CME25A7587263Aligned.sortedByCoord.out.bam,E25A_195_I,CS7,ExMes_CS7,1
CME25A7587260Aligned.sortedByCoord.out.bam,E25A_193_G,CS7,Stroma_CS7,1
CME25A7587259Aligned.sortedByCoord.out.bam,E25A_201_AB,CS7,Myo_CS7,1
CME25A7587255Aligned.sortedByCoord.out.bam,E25A_195_H,CS7,ExMes_CS7,1
CME25A7587257Aligned.sortedByCoord.out.bam,E25A_201_D,CS7,Am_CS7,1
CME25A7587258Aligned.sortedByCoord.out.bam,E25A_201_P,CS7,Gland_CS7,1
CME25A7587256Aligned.sortedByCoord.out.bam,E25A_195_T,CS7,Tb_CS7,1
CME25A7587253Aligned.sortedByCoord.out.bam,E25A_193_R,CS7,Am_CS7_ExMes_Tb,1
CME25A7587252Aligned.sortedByCoord.out.bam,E25A_193_F,CS7,Stroma_CS7,1
CME25A7587251Aligned.sortedByCoord.out.bam,E25A_201_AA,CS7,Myo_CS7,1
CME25A7587248Aligned.sortedByCoord.out.bam,E25A_195_S,CS7,Tb_CS7,1
CME25A7587249Aligned.sortedByCoord.out.bam,E25A_201_C,CS7,Am_CS7,1
CME25A7587250Aligned.sortedByCoord.out.bam,E25A_201_O,CS7,Gland_CS7,1
CME25A7587242Aligned.sortedByCoord.out.bam,E25A_201_N,CS7,Gland_CS7,1
CME25A7587244Aligned.sortedByCoord.out.bam,E25A_193_E,CS7,Stroma_CS7,1
CME25A7587240Aligned.sortedByCoord.out.bam,E25A_195_R,CS7,Tb_CS7,1
CME25A7587247Aligned.sortedByCoord.out.bam,E25A_195_G,CS7,Tb_CS7,1
CME25A7587246Aligned.sortedByCoord.out.bam,E25A_193_AC,CS7,ReGland_CS7,1
CME25A7587241Aligned.sortedByCoord.out.bam,E25A_201_B,CS7,F_CS7,1
CME25A7587245Aligned.sortedByCoord.out.bam,E25A_193_Q,CS7,ReGland_CS7,1
CME25A7587239Aligned.sortedByCoord.out.bam,E25A_195_F,CS7,Tb_CS7_ExMes,1
CME25A7587218Aligned.sortedByCoord.out.bam,E25A_201_K,CS7,ReGland_CS7,1
CME25A7587227Aligned.sortedByCoord.out.bam,E25A_201_X,CS7,Gland_CS7,1
CME25A7587230Aligned.sortedByCoord.out.bam,E25A_193_AA,CS7,ReGland_CS7,1
CME25A7587228Aligned.sortedByCoord.out.bam,E25A_193_C,CS7,Stroma_CS7,1
CME25A7587232Aligned.sortedByCoord.out.bam,E25A_195_Q,CS7,Tb_CS7,1
CME25A7587237Aligned.sortedByCoord.out.bam,E25A_193_P,CS7,ReGland_CS7,1
CME25A7587236Aligned.sortedByCoord.out.bam,E25A_193_D,CS7,Stroma_CS7,1
CME25A7587234Aligned.sortedByCoord.out.bam,E25A_201_M,CS7,Gland_CS7,1
CME25A7587233Aligned.sortedByCoord.out.bam,E25A_201_A,CS7,F_CS7,1
CME25A7587235Aligned.sortedByCoord.out.bam,E25A_201_Y,CS7,Gland_CS7,1
CME25A7587226Aligned.sortedByCoord.out.bam,E25A_201_L,CS7,ReGland_CS7,1
CME25A7587231Aligned.sortedByCoord.out.bam,E25A_195_E,CS7,F_CS7,1
CME25A7587229Aligned.sortedByCoord.out.bam,E25A_193_O,CS7,F_CS7,1
CME25A7587225Aligned.sortedByCoord.out.bam,E25A_195_AB,CS7,Tb_CS7,1
CME25A7587223Aligned.sortedByCoord.out.bam,E25A_195_D,CS7,ReGland_CS7,1
CME25A7587224Aligned.sortedByCoord.out.bam,E25A_195_P,CS7,Tb_CS7,1
CME25A7587222Aligned.sortedByCoord.out.bam,E25A_193_Z,CS7,Tb_CS7,1
CME25A7587217Aligned.sortedByCoord.out.bam,E25A_195_AA,CS7,Tb_CS7,1
CME25A7587220Aligned.sortedByCoord.out.bam,E25A_193_B,CS7,Stroma_CS7,1
CME25A7587219Aligned.sortedByCoord.out.bam,E25A_201_W,CS7,Gland_CS7,1
CME25A7587216Aligned.sortedByCoord.out.bam,E25A_195_O,CS7,Tb_CS7,1
CME25A7587215Aligned.sortedByCoord.out.bam,E25A_195_C,CS7,ReGland_CS7,1
CME25A7587214Aligned.sortedByCoord.out.bam,E25A_193_Y,CS7,Tb_CS7,1
CME25A7587213Aligned.sortedByCoord.out.bam,E25A_193_M,CS7,Am_CS7,1
SLX.16564.i715_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_T,CS7,Myo_CS7,1
SLX.16564.i715_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_H,CS7,EmDisc_CS7_PGC,1
SLX.16564.i715_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_H,CS7,Tb_CS7_ExMes,1
SLX.16564.i715_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_AD,CS7,Am_CS7_ExMes,1
SLX.16564.i715_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_R,CS7,ReGland_CS7,1
SLX.16564.i715_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_F,CS7,Am_CS7_ExMes,1
SLX.16564.i715_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_174_D,CS7,Stalk_CS7,1
SLX.16564.i715_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_T,CS7,Gland_CS7,1
SLX.16564.i714_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_S,CS7,Gland_CS7,1
SLX.16564.i714_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_G,CS7,Am_CS7,1
SLX.16564.i714_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_G,CS7,EmDisc_CS7,1
SLX.16564.i714_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_AC,CS7,Am_CS7,1
SLX.16564.i714_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_Q,CS7,Gland_CS7,1
SLX.16564.i714_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_S,CS7,Gland_CS7,1
SLX.16564.i714_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_E,CS7,EmDisc_CS7,1
SLX.16564.i714_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_174_C,CS7,EmDisc_CS7,1
SLX.16564.i712_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_R,CS7,Gland_CS7,1
SLX.16564.i712_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_F,CS7,EmDisc_CS7,1
SLX.16564.i712_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_P,CS7,Gland_CS7,1
SLX.16564.i712_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_D,CS7,EmDisc_CS7,1
SLX.16564.i712_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_AB,CS7,ExMes_CS7_Am,1
SLX.16564.i712_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_174_B,CS7,EmDisc_CS7,1
SLX.16564.i712_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_R,CS7,Gland_CS7,1
SLX.16564.i712_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_F,CS7,Am_CS7,1
SLX.16564.i711_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_Q,CS7,ReGland_CS7,1
SLX.16564.i711_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_E,CS7,EmDisc_CS7,1
SLX.16564.i711_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_O,CS7,ReStroma_CS7,1
SLX.16564.i711_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_C,CS7,EmDisc_CS7,1
SLX.16564.i711_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_AA,CS7,Am_CS7,1
SLX.16564.i711_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_Q,CS7,Gland_CS7,1
SLX.16564.i711_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_174_A,CS7,EmDisc_CS7,1
SLX.16564.i710_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_P,CS7,ReGland_CS7,1
SLX.16564.i710_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_D,CS7,Am_CS7,1
SLX.16564.i710_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_Z,CS7,F_CS7,1
SLX.16564.i710_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_N,CS7,ReGland_CS7,1
SLX.16564.i710_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_P,CS7,ExMes_CS7_Tb,1
SLX.16564.i710_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_B,CS7,EmDisc_CS7,1
SLX.16564.i707_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_A,CS7,EmDisc_CS7,1
SLX.16564.i707_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_O,CS7,ReStroma_CS7,1
SLX.16564.i707_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_O,CS7,ExMes_CS7,1
SLX.16564.i710_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_169_AM,CS7,SYS_CS7,1
SLX.16564.i707_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_M,CS7,ReGland_CS7,1
SLX.16564.i707_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_C,CS7,SYS_CS7,1
SLX.16564.i710_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_D,CS7,SYS_CS7,1
SLX.16564.i707_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_C,CS7,Am_CS7,1
SLX.16564.i707_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_Y,CS7,Am_CS7,1
SLX.16564.i707_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_169_AL,CS7,Stroma_CS7,1
SLX.16564.i706_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_N,CS7,ExMes_CS7,1
SLX.16564.i706_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_Z,CS7,ReStroma_CS7,1
SLX.16564.i706_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_B,CS7,Am_CS7,1
SLX.16564.i706_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_X,CS7,Am_CS7,1
SLX.16564.i706_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_N,CS7,ExMes_CS7,1
SLX.16564.i706_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_169_AK,CS7,ExMes_CS7_Tb,1
SLX.16564.i705_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_K,CS7,Am_CS7_ExMes,1
SLX.16564.i706_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_B,CS7,SYS_CS7,1
SLX.16564.i705_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_A,CS7,SYS_CS7,1
SLX.16564.i705_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_M,CS7,ExMes_CS7_Tb,1
SLX.16564.i705_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_W,CS7,F_CS7,1
SLX.16564.i705_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_Y,CS7,ReGland_CS7,1
SLX.16564.i705_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_169_AJ,CS7,Stalk_CS7,1
SLX.16564.i704_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_L,CS7,Stroma_CS7_Tb,1
SLX.16564.i704_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_AH,CS7,Tb_CS7,1
SLX.16564.i704_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_V,CS7,Gland_CS7,1
SLX.16564.i704_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_J,CS7,Am_CS7_ExMes,1
SLX.16564.i704_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_174_H,CS7,Gland_CS7,1
SLX.16564.i704_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_X,CS7,Tb_CS7_ExMes,1
SLX.16564.i704_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_L,CS7,Am_CS7,1
SLX.16564.i703_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_AG,CS7,Tb_CS7,1
SLX.16564.i703_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_K,CS7,ExMes_CS7_Tb,1
SLX.16564.i703_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_I,CS7,Am_CS7_ExMes,1
SLX.16564.i704_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_169_AI,CS7,Am_CS7,1
SLX.16564.i703_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_U,CS7,Gland_CS7,1
SLX.16564.i703_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_174_G,CS7,Gland_CS7,1
SLX.16564.i703_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_W,CS7,Tb_CS7_ExMes,1
SLX.16564.i703_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_K,CS7,Am_CS7,1
SLX.16564.i702_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_J,CS7,ReStroma_CS7,1
SLX.16564.i703_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_169_AH,CS7,ReGland_CS7,1
SLX.16564.i701_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_AE,CS7,ExMes_CS7_Am,1
SLX.16564.i701_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_190_I,CS7,Tb_CS7_ExMes,1
SLX.16564.i702_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_169_AG,CS7,Tb_CS7_ExMes,1
SLX.16564.i701_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_174_E,CS7,Stalk_CS7,1
SLX.16564.i701_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_G,CS7,Am_CS7_ExMes,1
SLX.16564.i702_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_174_F,CS7,Am_CS7_Stalk,1
SLX.16564.i702_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_T,CS7,Stroma_CS7,1
SLX.16564.i702_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_V,CS7,Am_CS7_Stalk,1
SLX.16564.i701_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_169_AF,CS7,ExMes_CS7,1
SLX.16564.i701_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_I,CS7,Am_CS7,1
SLX.16564.i701_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_U,CS7,Am_CS7_Stalk,1
SLX.16564.i702_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_H,CS7,Am_CS7_ExMes,1
SLX.16564.i701_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_184_S,CS7,Stroma_CS7,1
SLX.16564.i702_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,E25A_180_J,CS7,Am_CS7,1
X3536STDY8652477Aligned.sortedByCoord.out.bam,E25B_50_AN,CS7,F_CS7,1
X3536STDY8652478Aligned.sortedByCoord.out.bam,E25B_59_T,CS7,Stroma_CS7,1
X3536STDY8652479Aligned.sortedByCoord.out.bam,E25B_59_AF,CS7,SYS_CS7,1
X3536STDY8652485Aligned.sortedByCoord.out.bam,E25B_50_AO,CS7,SYS_CS7,1
X3536STDY8652486Aligned.sortedByCoord.out.bam,E25B_59_U,CS7,Gland_CS7,1
X3536STDY8652487Aligned.sortedByCoord.out.bam,E25B_59_AG,CS7,SYS_CS7_Tb,1
X3536STDY8652493Aligned.sortedByCoord.out.bam,E25B_59_J,CS7,Tb_CS7,1
X3536STDY8652494Aligned.sortedByCoord.out.bam,E25B_59_V,CS7,Gland_CS7,1
X3536STDY8652495Aligned.sortedByCoord.out.bam,E25B_59_AH,CS7,SYS_CS7_Tb,1
X3536STDY8652501Aligned.sortedByCoord.out.bam,E25B_59_K,CS7,Tb_CS7,1
X3536STDY8652502Aligned.sortedByCoord.out.bam,E25B_59_W,CS7,Stroma_CS7,1
X3536STDY8652503Aligned.sortedByCoord.out.bam,E25B_59_AI,CS7,SYS_CS7_Tb,1
X3536STDY8652509Aligned.sortedByCoord.out.bam,E25B_59_L,CS7,Tb_CS7_ExMes,1
X3536STDY8652510Aligned.sortedByCoord.out.bam,E25B_59_X,CS7,Myo_CS7,1
X3536STDY8652511Aligned.sortedByCoord.out.bam,E25B_59_AJ,CS7,Tb_CS7,1
X3536STDY8652516Aligned.sortedByCoord.out.bam,E25B_50_AG,CS7,Tb_CS7,1
X3536STDY8652517Aligned.sortedByCoord.out.bam,E25B_59_M,CS7,Tb_CS7,1
X3536STDY8652518Aligned.sortedByCoord.out.bam,E25B_59_Y,CS7,SYS_CS7,1
X3536STDY8652519Aligned.sortedByCoord.out.bam,E25B_59_AK,CS7,ReStroma_CS7,1
X3536STDY8652524Aligned.sortedByCoord.out.bam,E25B_50_AH,CS7,Tb_CS7,1
X3536STDY8652525Aligned.sortedByCoord.out.bam,E25B_59_N,CS7,F_CS7,1
X3536STDY8652526Aligned.sortedByCoord.out.bam,E25B_59_Z,CS7,SYS_CS7,1
X3536STDY8652527Aligned.sortedByCoord.out.bam,E25B_59_AL,CS7,ReStroma_CS7,1
X3536STDY8652532Aligned.sortedByCoord.out.bam,E25B_50_AI,CS7,Tb_CS7,1
X3536STDY8652533Aligned.sortedByCoord.out.bam,E25B_59_O,CS7,ReStroma_CS7,1
X3536STDY8652534Aligned.sortedByCoord.out.bam,E25B_59_AA,CS7,SYS_CS7,1
X3536STDY8652535Aligned.sortedByCoord.out.bam,E25B_59_AM,CS7,Tb_CS7_Stroma,1
X3536STDY8652540Aligned.sortedByCoord.out.bam,E25B_50_AJ,CS7,ReStroma_CS7_Tb,1
X3536STDY8652541Aligned.sortedByCoord.out.bam,E25B_59_P,CS7,ReStroma_CS7,1
X3536STDY8652542Aligned.sortedByCoord.out.bam,E25B_59_AB,CS7,SYS_CS7,1
X3536STDY8652548Aligned.sortedByCoord.out.bam,E25B_50_AK,CS7,ReStroma_CS7,1
X3536STDY8652549Aligned.sortedByCoord.out.bam,E25B_59_Q,CS7,Gland_CS7,1
X3536STDY8652550Aligned.sortedByCoord.out.bam,E25B_59_AC,CS7,SYS_CS7,1
X3536STDY8652551Aligned.sortedByCoord.out.bam,E25B_59_AO,CS7,F_CS7,1
X3536STDY8652556Aligned.sortedByCoord.out.bam,E25B_50_AL,CS7,Gland_CS7,1
X3536STDY8652557Aligned.sortedByCoord.out.bam,E25B_59_R,CS7,Gland_CS7,1
X3536STDY8652558Aligned.sortedByCoord.out.bam,E25B_59_AD,CS7,SYS_CS7,1
X3536STDY8652559Aligned.sortedByCoord.out.bam,E25B_59_AP,CS7,Tb_CS7,1
X3536STDY8652564Aligned.sortedByCoord.out.bam,E25B_50_AM,CS7,Gland_CS7,1
X3536STDY8652565Aligned.sortedByCoord.out.bam,E25B_59_S,CS7,Stroma_CS7,1
X3536STDY8652566Aligned.sortedByCoord.out.bam,E25B_59_AE,CS7,SYS_CS7,1
X3536STDY8652567Aligned.sortedByCoord.out.bam,E25B_59_AQ,CS7,ReStroma_CS7,1
X3536STDY8494226Aligned.sortedByCoord.out.bam,E25B_37_A,CS7,Stroma_CS7_Tb,1
X3536STDY8494227Aligned.sortedByCoord.out.bam,E25B_37_M,CS7,ReGland_CS7_Tb,1
X3536STDY8494228Aligned.sortedByCoord.out.bam,E25B_37_Y,CS7,Tb_CS7,1
X3536STDY8494229Aligned.sortedByCoord.out.bam,E25B_50_K,CS7,SYS_CS7,1
X3536STDY8494230Aligned.sortedByCoord.out.bam,E25B_50_W,CS7,Stroma_CS7,1
X3536STDY8494233Aligned.sortedByCoord.out.bam,E25A_138_C,CS7,ReStroma_CS7,1
X3536STDY8494234Aligned.sortedByCoord.out.bam,E25B_37_B,CS7,Stroma_CS7_Tb,1
X3536STDY8494235Aligned.sortedByCoord.out.bam,E25B_37_N,CS7,ReStroma_CS7,1
X3536STDY8494236Aligned.sortedByCoord.out.bam,E25B_37_Z,CS7,ReStroma_CS7_Tb,1
X3536STDY8494237Aligned.sortedByCoord.out.bam,E25B_50_L,CS7,SYS_CS7,1
X3536STDY8494238Aligned.sortedByCoord.out.bam,E25B_50_X,CS7,Stroma_CS7,1
X3536STDY8494242Aligned.sortedByCoord.out.bam,E25B_37_C,CS7,Stroma_CS7,1
X3536STDY8494243Aligned.sortedByCoord.out.bam,E25B_37_O,CS7,ReStroma_CS7,1
X3536STDY8494244Aligned.sortedByCoord.out.bam,E25B_50_A,CS7,F_CS7,1
X3536STDY8494246Aligned.sortedByCoord.out.bam,E25B_50_Y,CS7,Stroma_CS7,1
X3536STDY8494249Aligned.sortedByCoord.out.bam,E25A_138_E,CS7,ReStroma_CS7,1
X3536STDY8494250Aligned.sortedByCoord.out.bam,E25B_37_D,CS7,ReStroma_CS7,1
X3536STDY8494251Aligned.sortedByCoord.out.bam,E25B_37_P,CS7,ReStroma_CS7,1
X3536STDY8494252Aligned.sortedByCoord.out.bam,E25B_50_B,CS7,F_CS7,1
X3536STDY8494253Aligned.sortedByCoord.out.bam,E25B_50_N,CS7,Tb_CS7,1
X3536STDY8494254Aligned.sortedByCoord.out.bam,E25B_50_Z,CS7,Stroma_CS7,1
X3536STDY8494257Aligned.sortedByCoord.out.bam,E25A_138_F,CS7,Tb_CS7,1
X3536STDY8494258Aligned.sortedByCoord.out.bam,E25B_37_E,CS7,Stroma_CS7_Tb,1
X3536STDY8494259Aligned.sortedByCoord.out.bam,E25B_37_Q,CS7,Gland_CS7,1
X3536STDY8494261Aligned.sortedByCoord.out.bam,E25B_50_O,CS7,ReStroma_CS7,1
X3536STDY8494262Aligned.sortedByCoord.out.bam,E25B_50_AA,CS7,Oviduct_CS7,1
X3536STDY8494266Aligned.sortedByCoord.out.bam,E25B_37_F,CS7,Gland_CS7,1
X3536STDY8494267Aligned.sortedByCoord.out.bam,E25B_37_R,CS7,ReStroma_CS7,1
X3536STDY8494268Aligned.sortedByCoord.out.bam,E25B_50_D,CS7,SYS_CS7,1
X3536STDY8494269Aligned.sortedByCoord.out.bam,E25B_50_P,CS7,F_CS7,1
X3536STDY8494270Aligned.sortedByCoord.out.bam,E25B_50_AB,CS7,Oviduct_CS7,1
X3536STDY8494274Aligned.sortedByCoord.out.bam,E25B_37_G,CS7,ReStroma_CS7,1
X3536STDY8494275Aligned.sortedByCoord.out.bam,E25B_37_S,CS7,ReStroma_CS7,1
X3536STDY8494277Aligned.sortedByCoord.out.bam,E25B_50_Q,CS7,ReStroma_CS7,1
X3536STDY8494278Aligned.sortedByCoord.out.bam,E25B_50_AC,CS7,Oviduct_CS7,1
X3536STDY8494282Aligned.sortedByCoord.out.bam,E25B_37_H,CS7,Tb_CS7,1
