Filename,SRR,ID,Day,Type,Type2,Type3,Type4,Type5,Order
SRR10039884Aligned.sortedByCoord.out.bam,SRR10039884,D12A4S21,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,167
SRR10039882Aligned.sortedByCoord.out.bam,SRR10039882,D12A4S16,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,168
SRR10039881Aligned.sortedByCoord.out.bam,SRR10039881,D12A4S12,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,169
SRR10039883Aligned.sortedByCoord.out.bam,SRR10039883,D12A4S17,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,170
SRR10039880Aligned.sortedByCoord.out.bam,SRR10039880,D12A4B9,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,171
SRR10039878Aligned.sortedByCoord.out.bam,SRR10039878,D12A4B5,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,172
SRR10039879Aligned.sortedByCoord.out.bam,SRR10039879,D12A4B8,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,173
SRR10039877Aligned.sortedByCoord.out.bam,SRR10039877,D12A4B16,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,174
SRR10039875Aligned.sortedByCoord.out.bam,SRR10039875,D12A3S9,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,175
SRR10039876Aligned.sortedByCoord.out.bam,SRR10039876,D12A4B15,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,176
SRR10039874Aligned.sortedByCoord.out.bam,SRR10039874,D12A3S8,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,177
SRR10039873Aligned.sortedByCoord.out.bam,SRR10039873,D12A3S7,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,178
SRR10039872Aligned.sortedByCoord.out.bam,SRR10039872,D12A3S6,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,179
SRR10039871Aligned.sortedByCoord.out.bam,SRR10039871,D12A3S5,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,180
SRR10039867Aligned.sortedByCoord.out.bam,SRR10039867,D12A3S31,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,181
SRR10039869Aligned.sortedByCoord.out.bam,SRR10039869,D12A3S3,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,182
SRR10039868Aligned.sortedByCoord.out.bam,SRR10039868,D12A3S32,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,183
SRR10039870Aligned.sortedByCoord.out.bam,SRR10039870,D12A3S4,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,184
SRR10039862Aligned.sortedByCoord.out.bam,SRR10039862,D12A3S27,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,185
SRR10039866Aligned.sortedByCoord.out.bam,SRR10039866,D12A3S30,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,186
SRR10039865Aligned.sortedByCoord.out.bam,SRR10039865,D12A3S2,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,187
SRR10039864Aligned.sortedByCoord.out.bam,SRR10039864,D12A3S29,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,188
SRR10039863Aligned.sortedByCoord.out.bam,SRR10039863,D12A3S28,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,189
SRR10039861Aligned.sortedByCoord.out.bam,SRR10039861,D12A3S26,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,190
SRR10039860Aligned.sortedByCoord.out.bam,SRR10039860,D12A3S25,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,191
SRR10039858Aligned.sortedByCoord.out.bam,SRR10039858,D12A3S23,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,192
SRR10039859Aligned.sortedByCoord.out.bam,SRR10039859,D12A3S24,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,193
SRR10039857Aligned.sortedByCoord.out.bam,SRR10039857,D12A3S22,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,194
SRR10039853Aligned.sortedByCoord.out.bam,SRR10039853,D12A3S19,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,195
SRR10039856Aligned.sortedByCoord.out.bam,SRR10039856,D12A3S21,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,196
SRR10039852Aligned.sortedByCoord.out.bam,SRR10039852,D12A3S18,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,197
SRR10039854Aligned.sortedByCoord.out.bam,SRR10039854,D12A3S1,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,198
SRR10039855Aligned.sortedByCoord.out.bam,SRR10039855,D12A3S20,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,199
SRR10039851Aligned.sortedByCoord.out.bam,SRR10039851,D12A3S17,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,200
SRR10039850Aligned.sortedByCoord.out.bam,SRR10039850,D12A3S16,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,201
SRR10039846Aligned.sortedByCoord.out.bam,SRR10039846,D12A3S12,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,202
SRR10039849Aligned.sortedByCoord.out.bam,SRR10039849,D12A3S15,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,203
SRR10039848Aligned.sortedByCoord.out.bam,SRR10039848,D12A3S14,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,204
SRR10039847Aligned.sortedByCoord.out.bam,SRR10039847,D12A3S13,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,205
SRR10039843Aligned.sortedByCoord.out.bam,SRR10039843,D12A3B9,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,206
SRR10039845Aligned.sortedByCoord.out.bam,SRR10039845,D12A3S11,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,207
SRR10039840Aligned.sortedByCoord.out.bam,SRR10039840,D12A3B6,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,208
SRR10039842Aligned.sortedByCoord.out.bam,SRR10039842,D12A3B8,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,209
SRR10039841Aligned.sortedByCoord.out.bam,SRR10039841,D12A3B7,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,210
SRR10039844Aligned.sortedByCoord.out.bam,SRR10039844,D12A3S10,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,211
SRR10039839Aligned.sortedByCoord.out.bam,SRR10039839,D12A3B5,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,212
SRR10039838Aligned.sortedByCoord.out.bam,SRR10039838,D12A3B4,D12,CTB,CTB_D12,Tb_CS5,CTb_CS5C,Tb_CS5,213
SRR10039837Aligned.sortedByCoord.out.bam,SRR10039837,D12A3B3,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,214
SRR10039834Aligned.sortedByCoord.out.bam,SRR10039834,D12A3B16,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,215
SRR10039833Aligned.sortedByCoord.out.bam,SRR10039833,D12A3B15,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,216
SRR10039836Aligned.sortedByCoord.out.bam,SRR10039836,D12A3B2,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,217
SRR10039835Aligned.sortedByCoord.out.bam,SRR10039835,D12A3B1,D12,PrE,PrE_D12,VE_CS5,VE_CS5C,VE_CS5,218
SRR10039832Aligned.sortedByCoord.out.bam,SRR10039832,D12A3B14,D12,EPI,EPI_D12,EmDisc_CS5,EmDisc_CS5C,EmDisc_CS5,219
SRR10039831Aligned.sortedByCoord.out.bam,SRR10039831,D12A3B13,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,220
SRR10039830Aligned.sortedByCoord.out.bam,SRR10039830,D12A3B12,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,221
SRR10039829Aligned.sortedByCoord.out.bam,SRR10039829,D12A3B11,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,222
SRR10039828Aligned.sortedByCoord.out.bam,SRR10039828,D12A3B10,D12,STB,STB_D12,Tb_CS5,STb_CS5C,Tb_CS5,223
SRR10039827Aligned.sortedByCoord.out.bam,SRR10039827,D10A6S8,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,224
SRR10039824Aligned.sortedByCoord.out.bam,SRR10039824,D10A6S4,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,225
SRR10039826Aligned.sortedByCoord.out.bam,SRR10039826,D10A6S7,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,226
SRR10039825Aligned.sortedByCoord.out.bam,SRR10039825,D10A6S5,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,227
SRR10039823Aligned.sortedByCoord.out.bam,SRR10039823,D10A6S1,D10,PrE,PrE_D10,VE_CS5,VE_CS5A/B,VE_CS5,228
SRR10039822Aligned.sortedByCoord.out.bam,SRR10039822,D10A6S14,D10,PrE,PrE_D10,VE_CS5,VE_CS5A/B,VE_CS5,229
SRR10039820Aligned.sortedByCoord.out.bam,SRR10039820,D10A5S3,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,230
SRR10039821Aligned.sortedByCoord.out.bam,SRR10039821,D10A6S10,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,231
SRR10039816Aligned.sortedByCoord.out.bam,SRR10039816,D10A5B3,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,232
SRR10039819Aligned.sortedByCoord.out.bam,SRR10039819,D10A5S16,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,233
SRR10039817Aligned.sortedByCoord.out.bam,SRR10039817,D10A5B8,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,234
SRR10039818Aligned.sortedByCoord.out.bam,SRR10039818,D10A5S12,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,235
SRR10039815Aligned.sortedByCoord.out.bam,SRR10039815,D10A5B1,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,236
SRR10039814Aligned.sortedByCoord.out.bam,SRR10039814,D10A4S9,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,237
SRR10039813Aligned.sortedByCoord.out.bam,SRR10039813,D10A4S8,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,238
SRR10039812Aligned.sortedByCoord.out.bam,SRR10039812,D10A4S7,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,239
SRR10039811Aligned.sortedByCoord.out.bam,SRR10039811,D10A4S16,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,240
SRR10039810Aligned.sortedByCoord.out.bam,SRR10039810,D10A4S14,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,241
SRR10039808Aligned.sortedByCoord.out.bam,SRR10039808,D10A4B8,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,242
SRR10039809Aligned.sortedByCoord.out.bam,SRR10039809,D10A4S11,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,243
SRR10039806Aligned.sortedByCoord.out.bam,SRR10039806,D10A4B3,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,244
SRR10039807Aligned.sortedByCoord.out.bam,SRR10039807,D10A4B7,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,245
SRR10039805Aligned.sortedByCoord.out.bam,SRR10039805,D10A3S9,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,246
SRR10039804Aligned.sortedByCoord.out.bam,SRR10039804,D10A3S7,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,247
SRR10039803Aligned.sortedByCoord.out.bam,SRR10039803,D10A3S35,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,248
SRR10039802Aligned.sortedByCoord.out.bam,SRR10039802,D10A3S2,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,249
SRR10039800Aligned.sortedByCoord.out.bam,SRR10039800,D10A3S18,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,250
SRR10039801Aligned.sortedByCoord.out.bam,SRR10039801,D10A3S1,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,251
SRR10039798Aligned.sortedByCoord.out.bam,SRR10039798,D10A3B9,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,252
SRR10039799Aligned.sortedByCoord.out.bam,SRR10039799,D10A3S10,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,253
SRR10039793Aligned.sortedByCoord.out.bam,SRR10039793,D10A3B4,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,254
SRR10039796Aligned.sortedByCoord.out.bam,SRR10039796,D10A3B7,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,255
SRR10039794Aligned.sortedByCoord.out.bam,SRR10039794,D10A3B5,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,256
SRR10039795Aligned.sortedByCoord.out.bam,SRR10039795,D10A3B6,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,257
SRR10039797Aligned.sortedByCoord.out.bam,SRR10039797,D10A3B8,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,258
SRR10039792Aligned.sortedByCoord.out.bam,SRR10039792,D10A3B3,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,259
SRR10039791Aligned.sortedByCoord.out.bam,SRR10039791,D10A3B2,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,260
SRR10039788Aligned.sortedByCoord.out.bam,SRR10039788,D10A2S32,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,261
SRR10039790Aligned.sortedByCoord.out.bam,SRR10039790,D10A3B17,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,262
SRR10039789Aligned.sortedByCoord.out.bam,SRR10039789,D10A2S3,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,263
SRR10039787Aligned.sortedByCoord.out.bam,SRR10039787,D10A2S2,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,264
SRR10039786Aligned.sortedByCoord.out.bam,SRR10039786,D10A2S24,D10,PrE,PrE_D10,VE_CS5,VE_CS5A/B,VE_CS5,265
SRR10039785Aligned.sortedByCoord.out.bam,SRR10039785,D10A2S21,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,266
SRR10039784Aligned.sortedByCoord.out.bam,SRR10039784,D10A2S1,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,267
SRR10039782Aligned.sortedByCoord.out.bam,SRR10039782,D10A2B6,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,268
SRR10039783Aligned.sortedByCoord.out.bam,SRR10039783,D10A2S17,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,269
SRR10039781Aligned.sortedByCoord.out.bam,SRR10039781,D10A2B4,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,270
SRR10039780Aligned.sortedByCoord.out.bam,SRR10039780,D10A2B3,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,271
SRR10039779Aligned.sortedByCoord.out.bam,SRR10039779,D10A2B2,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,272
SRR10039773Aligned.sortedByCoord.out.bam,SRR10039773,D10A1S40,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,273
SRR10039778Aligned.sortedByCoord.out.bam,SRR10039778,D10A2B1,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,274
SRR10039777Aligned.sortedByCoord.out.bam,SRR10039777,D10A1S9,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,275
SRR10039775Aligned.sortedByCoord.out.bam,SRR10039775,D10A1S6,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,276
SRR10039771Aligned.sortedByCoord.out.bam,SRR10039771,D10A1S34,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,277
SRR10039776Aligned.sortedByCoord.out.bam,SRR10039776,D10A1S7,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,278
SRR10039774Aligned.sortedByCoord.out.bam,SRR10039774,D10A1S4,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,279
SRR10039772Aligned.sortedByCoord.out.bam,SRR10039772,D10A1S3,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,280
SRR10039769Aligned.sortedByCoord.out.bam,SRR10039769,D10A1S31,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,281
SRR10039770Aligned.sortedByCoord.out.bam,SRR10039770,D10A1S32,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,282
SRR10039767Aligned.sortedByCoord.out.bam,SRR10039767,D10A1S23,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,283
SRR10039766Aligned.sortedByCoord.out.bam,SRR10039766,D10A1S21,D10,EPI,EPI_D10,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,284
SRR10039768Aligned.sortedByCoord.out.bam,SRR10039768,D10A1S2,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,285
SRR10039763Aligned.sortedByCoord.out.bam,SRR10039763,D10A1S12,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,286
SRR10039764Aligned.sortedByCoord.out.bam,SRR10039764,D10A1S13,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,287
SRR10039765Aligned.sortedByCoord.out.bam,SRR10039765,D10A1S1,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,288
SRR10039762Aligned.sortedByCoord.out.bam,SRR10039762,D10A1S11,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,289
SRR10039760Aligned.sortedByCoord.out.bam,SRR10039760,D10A1B8,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,290
SRR10039761Aligned.sortedByCoord.out.bam,SRR10039761,D10A1S10,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,291
SRR10039754Aligned.sortedByCoord.out.bam,SRR10039754,D10A1B1,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,292
SRR10039758Aligned.sortedByCoord.out.bam,SRR10039758,D10A1B5,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,293
SRR10039759Aligned.sortedByCoord.out.bam,SRR10039759,D10A1B7,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,294
SRR10039756Aligned.sortedByCoord.out.bam,SRR10039756,D10A1B3,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,295
SRR10039757Aligned.sortedByCoord.out.bam,SRR10039757,D10A1B4,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,296
SRR10039755Aligned.sortedByCoord.out.bam,SRR10039755,D10A1B2,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,297
SRR10039753Aligned.sortedByCoord.out.bam,SRR10039753,D10A1B17,D10,CTB,CTB_D10,Tb_CS5,CTb_CS5A/B,Tb_CS5,298
SRR10039752Aligned.sortedByCoord.out.bam,SRR10039752,D10A1B11,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,299
SRR10039750Aligned.sortedByCoord.out.bam,SRR10039750,D9A5S11,D9,EPI,EPI_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,300
SRR10039751Aligned.sortedByCoord.out.bam,SRR10039751,D10A4S4,D10,STB,STB_D10,Tb_CS5,STb_CS5A/B,Tb_CS5,301
SRR10039749Aligned.sortedByCoord.out.bam,SRR10039749,D9A5S10,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,302
SRR10039748Aligned.sortedByCoord.out.bam,SRR10039748,D9A4S5,D9,EPI,EPI_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,303
SRR10039747Aligned.sortedByCoord.out.bam,SRR10039747,D9A4S4,D9,ICM,ICM_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,304
SRR10039745Aligned.sortedByCoord.out.bam,SRR10039745,D9A4S16,D9,EPI,EPI_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,305
SRR10039746Aligned.sortedByCoord.out.bam,SRR10039746,D9A4S3,D9,EPI,EPI_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,306
SRR10039743Aligned.sortedByCoord.out.bam,SRR10039743,D9A4B1,D9,PrE,PrE_D9,VE_CS5,VE_CS5A/B,VE_CS5,307
SRR10039744Aligned.sortedByCoord.out.bam,SRR10039744,D9A4S14,D9,ICM,ICM_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,308
SRR10039742Aligned.sortedByCoord.out.bam,SRR10039742,D9A6S9,D9,PrE,PrE_D9,VE_CS5,VE_CS5A/B,VE_CS5,309
SRR10039741Aligned.sortedByCoord.out.bam,SRR10039741,D9A6S5,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,310
SRR10039740Aligned.sortedByCoord.out.bam,SRR10039740,D9A6S15,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,311
SRR10039738Aligned.sortedByCoord.out.bam,SRR10039738,D9A6S10,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,312
SRR10039739Aligned.sortedByCoord.out.bam,SRR10039739,D9A6S14,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,313
SRR10039737Aligned.sortedByCoord.out.bam,SRR10039737,D9A6B8,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,314
SRR10039736Aligned.sortedByCoord.out.bam,SRR10039736,D9A6B6,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,315
SRR10039735Aligned.sortedByCoord.out.bam,SRR10039735,D9A6B1,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,316
SRR10039733Aligned.sortedByCoord.out.bam,SRR10039733,D9A5S8,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,317
SRR10039732Aligned.sortedByCoord.out.bam,SRR10039732,D9A5S6,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,318
SRR10039731Aligned.sortedByCoord.out.bam,SRR10039731,D9A5S3,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,319
SRR10039734Aligned.sortedByCoord.out.bam,SRR10039734,D9A5S9,D9,EPI,EPI_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,320
SRR10039728Aligned.sortedByCoord.out.bam,SRR10039728,D9A4S9,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,321
SRR10039729Aligned.sortedByCoord.out.bam,SRR10039729,D9A5B5,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,322
SRR10039730Aligned.sortedByCoord.out.bam,SRR10039730,D9A5S12,D9,EPI,EPI_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,323
SRR10039726Aligned.sortedByCoord.out.bam,SRR10039726,D9A4S6,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,324
SRR10039727Aligned.sortedByCoord.out.bam,SRR10039727,D9A4S7,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,325
SRR10039725Aligned.sortedByCoord.out.bam,SRR10039725,D9A4S11,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,326
SRR10039724Aligned.sortedByCoord.out.bam,SRR10039724,D9A4S10,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,327
SRR10039722Aligned.sortedByCoord.out.bam,SRR10039722,D9A4B8,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,328
SRR10039723Aligned.sortedByCoord.out.bam,SRR10039723,D9A4S1,D9,EPI,EPI_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,329
SRR10039721Aligned.sortedByCoord.out.bam,SRR10039721,D9A4B7,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,330
SRR10039719Aligned.sortedByCoord.out.bam,SRR10039719,D9A4B2,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,331
SRR10039720Aligned.sortedByCoord.out.bam,SRR10039720,D9A4B4,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,332
SRR10039714Aligned.sortedByCoord.out.bam,SRR10039714,D9A3S11,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,333
SRR10039716Aligned.sortedByCoord.out.bam,SRR10039716,D9A3S15,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,334
SRR10039718Aligned.sortedByCoord.out.bam,SRR10039718,D9A3S3,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,335
SRR10039715Aligned.sortedByCoord.out.bam,SRR10039715,D9A3S14,D9,EPI,EPI_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,336
SRR10039713Aligned.sortedByCoord.out.bam,SRR10039713,D9A3S1,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,337
SRR10039712Aligned.sortedByCoord.out.bam,SRR10039712,D9A3B7,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,338
SRR10039711Aligned.sortedByCoord.out.bam,SRR10039711,D9A3B4,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,339
