Filename,SRR,ID,Day,Type,Type2,Type3,Type4,Type5,Order
SRR10039710Aligned.sortedByCoord.out.bam,SRR10039710,D9A3B3,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,340
SRR10039706Aligned.sortedByCoord.out.bam,SRR10039706,D9A2S4,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,341
SRR10039708Aligned.sortedByCoord.out.bam,SRR10039708,D9A3B1,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,342
SRR10039709Aligned.sortedByCoord.out.bam,SRR10039709,D9A3B2,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,343
SRR10039704Aligned.sortedByCoord.out.bam,SRR10039704,D9A2S2,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,344
SRR10039707Aligned.sortedByCoord.out.bam,SRR10039707,D9A2S6,D9,PrE,PrE_D9,VE_CS5,VE_CS5A/B,VE_CS5,345
SRR10039705Aligned.sortedByCoord.out.bam,SRR10039705,D9A2S3,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,346
SRR10039703Aligned.sortedByCoord.out.bam,SRR10039703,D9A2S1,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,347
SRR10039702Aligned.sortedByCoord.out.bam,SRR10039702,D9A2B8,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,348
SRR10039701Aligned.sortedByCoord.out.bam,SRR10039701,D9A2B5,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,349
SRR10039700Aligned.sortedByCoord.out.bam,SRR10039700,D9A2B3,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,350
SRR10039699Aligned.sortedByCoord.out.bam,SRR10039699,D9A2B2,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,351
SRR10039698Aligned.sortedByCoord.out.bam,SRR10039698,D9A2B1,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,352
SRR10039697Aligned.sortedByCoord.out.bam,SRR10039697,D9A1S8,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,353
SRR10039696Aligned.sortedByCoord.out.bam,SRR10039696,D9A1S7,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,354
SRR10039695Aligned.sortedByCoord.out.bam,SRR10039695,D9A1S3,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,355
SRR10039694Aligned.sortedByCoord.out.bam,SRR10039694,D9A1S28,D9,EPI,EPI_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,356
SRR10039692Aligned.sortedByCoord.out.bam,SRR10039692,D9A1S23,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,357
SRR10039691Aligned.sortedByCoord.out.bam,SRR10039691,D9A1S2,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,358
SRR10039693Aligned.sortedByCoord.out.bam,SRR10039693,D9A1S26,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,359
SRR10039690Aligned.sortedByCoord.out.bam,SRR10039690,D9A1S10,D9,EPI,EPI_D9,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,360
SRR10039688Aligned.sortedByCoord.out.bam,SRR10039688,D9A1B4,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,361
SRR10039689Aligned.sortedByCoord.out.bam,SRR10039689,D9A1S1,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,362
SRR10039687Aligned.sortedByCoord.out.bam,SRR10039687,D9A1B3,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,363
SRR10039685Aligned.sortedByCoord.out.bam,SRR10039685,D9A1B16,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,364
SRR10039686Aligned.sortedByCoord.out.bam,SRR10039686,D9A1B2,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,365
SRR10039684Aligned.sortedByCoord.out.bam,SRR10039684,D9A1B15,D9,STB,STB_D9,Tb_CS5,STb_CS5A/B,Tb_CS5,366
SRR10039683Aligned.sortedByCoord.out.bam,SRR10039683,D9A1B1,D9,CTB,CTB_D9,Tb_CS5,CTb_CS5A/B,Tb_CS5,367
SRR10039682Aligned.sortedByCoord.out.bam,SRR10039682,D8A6S7,D8,EPI,EPI_D8,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,368
SRR10039681Aligned.sortedByCoord.out.bam,SRR10039681,D8A6S5,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,369
SRR10039680Aligned.sortedByCoord.out.bam,SRR10039680,D8A6S15,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,370
SRR10039679Aligned.sortedByCoord.out.bam,SRR10039679,D8A6B6,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,371
SRR10039678Aligned.sortedByCoord.out.bam,SRR10039678,D8A6B3,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,372
SRR10039677Aligned.sortedByCoord.out.bam,SRR10039677,D8A6B1,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,373
SRR10039676Aligned.sortedByCoord.out.bam,SRR10039676,D8A5S4,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,374
SRR10039675Aligned.sortedByCoord.out.bam,SRR10039675,D8A5S1,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,375
SRR10039674Aligned.sortedByCoord.out.bam,SRR10039674,D8A5S14,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,376
SRR10039673Aligned.sortedByCoord.out.bam,SRR10039673,D8A5B8,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,377
SRR10039672Aligned.sortedByCoord.out.bam,SRR10039672,D8A5B7,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,378
SRR10039671Aligned.sortedByCoord.out.bam,SRR10039671,D8A3S8,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,379
SRR10039670Aligned.sortedByCoord.out.bam,SRR10039670,D8A3S7,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,380
SRR10039669Aligned.sortedByCoord.out.bam,SRR10039669,D8A3S5,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,381
SRR10039668Aligned.sortedByCoord.out.bam,SRR10039668,D8A3S2,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,382
SRR10039667Aligned.sortedByCoord.out.bam,SRR10039667,D8A3S28,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,383
SRR10039666Aligned.sortedByCoord.out.bam,SRR10039666,D8A3S1,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,384
SRR10039665Aligned.sortedByCoord.out.bam,SRR10039665,D8A3S13,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,385
SRR10039664Aligned.sortedByCoord.out.bam,SRR10039664,D8A3S12,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,386
SRR10039663Aligned.sortedByCoord.out.bam,SRR10039663,D8A3B4,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,387
SRR10039662Aligned.sortedByCoord.out.bam,SRR10039662,D8A3B1,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,388
SRR10039661Aligned.sortedByCoord.out.bam,SRR10039661,D8A3B11,D8,PrE,PrE_D8,VE_CS5,VE_CS5,VE_CS5,389
SRR10039660Aligned.sortedByCoord.out.bam,SRR10039660,D8A3B10,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,390
SRR10039659Aligned.sortedByCoord.out.bam,SRR10039659,D8A2S4,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,391
SRR10039658Aligned.sortedByCoord.out.bam,SRR10039658,D8A2S3,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,392
SRR10039657Aligned.sortedByCoord.out.bam,SRR10039657,D8A2S2,D8,EPI,EPI_D8,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,393
SRR10039656Aligned.sortedByCoord.out.bam,SRR10039656,D8A2S29,D8,EPI,EPI_D8,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,394
SRR10039655Aligned.sortedByCoord.out.bam,SRR10039655,D8A2S24,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,395
SRR10039654Aligned.sortedByCoord.out.bam,SRR10039654,D8A2S1,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,396
SRR10039653Aligned.sortedByCoord.out.bam,SRR10039653,D8A2S15,D8,EPI,EPI_D8,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,397
SRR10039652Aligned.sortedByCoord.out.bam,SRR10039652,D8A2S12,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,398
SRR10039651Aligned.sortedByCoord.out.bam,SRR10039651,D8A2S10,D8,EPI,EPI_D8,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,399
SRR10039650Aligned.sortedByCoord.out.bam,SRR10039650,D8A2B5,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,400
SRR10039648Aligned.sortedByCoord.out.bam,SRR10039648,D8A2B1,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,401
SRR10039649Aligned.sortedByCoord.out.bam,SRR10039649,D8A2B2,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,402
SRR10039647Aligned.sortedByCoord.out.bam,SRR10039647,D8A1S8,D8,EPI,EPI_D8,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,403
SRR10039646Aligned.sortedByCoord.out.bam,SRR10039646,D8A1S7,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,404
SRR10039645Aligned.sortedByCoord.out.bam,SRR10039645,D8A1S3,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,405
SRR10039644Aligned.sortedByCoord.out.bam,SRR10039644,D8A1S31,D8,EPI,EPI_D8,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,406
SRR10039643Aligned.sortedByCoord.out.bam,SRR10039643,D8A1S24,D8,EPI,EPI_D8,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,407
SRR10039642Aligned.sortedByCoord.out.bam,SRR10039642,D8A1S1,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,408
SRR10039641Aligned.sortedByCoord.out.bam,SRR10039641,D8A1S11,D8,EPI,EPI_D8,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,409
SRR10039640Aligned.sortedByCoord.out.bam,SRR10039640,D8A1B6,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,410
SRR10039639Aligned.sortedByCoord.out.bam,SRR10039639,D8A1B4,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,411
SRR10039637Aligned.sortedByCoord.out.bam,SRR10039637,D8A1B2,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,412
SRR10039638Aligned.sortedByCoord.out.bam,SRR10039638,D8A1B3,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,413
SRR10039635Aligned.sortedByCoord.out.bam,SRR10039635,D8_8S8,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,414
SRR10039636Aligned.sortedByCoord.out.bam,SRR10039636,D8A1B10,D8,STB,STB_D8,Tb_CS5,STb_CS5A/B,Tb_CS5,415
SRR10039634Aligned.sortedByCoord.out.bam,SRR10039634,D8_8S7,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,416
SRR10039633Aligned.sortedByCoord.out.bam,SRR10039633,D8_8S6,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,417
SRR10039632Aligned.sortedByCoord.out.bam,SRR10039632,D8_8S5,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,418
SRR10039631Aligned.sortedByCoord.out.bam,SRR10039631,D8_8S4,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,419
SRR10039630Aligned.sortedByCoord.out.bam,SRR10039630,D8_8S3,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,420
SRR10039629Aligned.sortedByCoord.out.bam,SRR10039629,D8_8S2,D8,EPI,EPI_D8,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,421
SRR10039627Aligned.sortedByCoord.out.bam,SRR10039627,D8_8B4,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,422
SRR10039626Aligned.sortedByCoord.out.bam,SRR10039626,D8_8B3,D8,PrE,PrE_D8,VE_CS5,VE_CS5,VE_CS5,423
SRR10039628Aligned.sortedByCoord.out.bam,SRR10039628,D8_8S1,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,424
SRR10039625Aligned.sortedByCoord.out.bam,SRR10039625,D8_8B2,D8,CTB,CTB_D8,Tb_CS5,CTb_CS5A/B,Tb_CS5,425
SRR10039624Aligned.sortedByCoord.out.bam,SRR10039624,D8_8B1,D8,EPI,EPI_D8,EmDisc_CS5,EmDisc_CS5A/B,EmDisc_CS5,426
SRR10039622Aligned.sortedByCoord.out.bam,SRR10039622,D7N1S27,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,427
SRR10039623Aligned.sortedByCoord.out.bam,SRR10039623,D7N1S30,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,428
SRR10039621Aligned.sortedByCoord.out.bam,SRR10039621,D7N1S24,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,429
SRR10039620Aligned.sortedByCoord.out.bam,SRR10039620,D7N1S21,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,430
SRR10039619Aligned.sortedByCoord.out.bam,SRR10039619,D7N1S19,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,431
SRR10039618Aligned.sortedByCoord.out.bam,SRR10039618,D7N1S18,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,432
SRR10039617Aligned.sortedByCoord.out.bam,SRR10039617,D7N1S15,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,433
SRR10039616Aligned.sortedByCoord.out.bam,SRR10039616,D7N1B9,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,434
SRR10039615Aligned.sortedByCoord.out.bam,SRR10039615,D7N1B7,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,435
SRR10039614Aligned.sortedByCoord.out.bam,SRR10039614,D7N1B5,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,436
SRR10039613Aligned.sortedByCoord.out.bam,SRR10039613,D7N1S9,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,437
SRR10039612Aligned.sortedByCoord.out.bam,SRR10039612,D7N1S7,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,438
SRR10039611Aligned.sortedByCoord.out.bam,SRR10039611,D7N1B1,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,439
SRR10039610Aligned.sortedByCoord.out.bam,SRR10039610,D7A4S7,D7,PrE,PrE_D7,VE_CS4,VE_CS4,VE_CS4,440
SRR10039609Aligned.sortedByCoord.out.bam,SRR10039609,D7A4S2,D7,PrE,PrE_D7,VE_CS4,VE_CS4,VE_CS4,441
SRR10039608Aligned.sortedByCoord.out.bam,SRR10039608,D7A4S1,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,442
SRR10039607Aligned.sortedByCoord.out.bam,SRR10039607,D7A4S15,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,443
SRR10039606Aligned.sortedByCoord.out.bam,SRR10039606,D7A4S14,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,444
SRR10039605Aligned.sortedByCoord.out.bam,SRR10039605,D7A4S13,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,445
SRR10039604Aligned.sortedByCoord.out.bam,SRR10039604,D7A4S12,D7,PrE,PrE_D7,VE_CS4,VE_CS4,VE_CS4,446
SRR10039603Aligned.sortedByCoord.out.bam,SRR10039603,D7A4B8,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,447
SRR10039602Aligned.sortedByCoord.out.bam,SRR10039602,D7A4B6,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,448
SRR10039601Aligned.sortedByCoord.out.bam,SRR10039601,D7A4B5,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,449
SRR10039600Aligned.sortedByCoord.out.bam,SRR10039600,D7A4B3,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,450
SRR10039599Aligned.sortedByCoord.out.bam,SRR10039599,D7A4B2,D7,PrE,PrE_D7,VE_CS4,VE_CS4,VE_CS4,451
SRR10039598Aligned.sortedByCoord.out.bam,SRR10039598,D7A3S8,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,452
SRR10039597Aligned.sortedByCoord.out.bam,SRR10039597,D7A3S5,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,453
SRR10039596Aligned.sortedByCoord.out.bam,SRR10039596,D7A3S4,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,454
SRR10039595Aligned.sortedByCoord.out.bam,SRR10039595,D7A3S3,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,455
SRR10039594Aligned.sortedByCoord.out.bam,SRR10039594,D7A3S1,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,456
SRR10039593Aligned.sortedByCoord.out.bam,SRR10039593,D7A3S14,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,457
SRR10039592Aligned.sortedByCoord.out.bam,SRR10039592,D7A3S12,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,458
SRR10039591Aligned.sortedByCoord.out.bam,SRR10039591,D7A3S10,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,459
SRR10039590Aligned.sortedByCoord.out.bam,SRR10039590,D7A3B8,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,460
SRR10039589Aligned.sortedByCoord.out.bam,SRR10039589,D7A3B3,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,461
SRR10039588Aligned.sortedByCoord.out.bam,SRR10039588,D7A3B1,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,462
SRR10039587Aligned.sortedByCoord.out.bam,SRR10039587,D7A3B10,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,463
SRR10039586Aligned.sortedByCoord.out.bam,SRR10039586,D7A2S6,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,464
SRR10039585Aligned.sortedByCoord.out.bam,SRR10039585,D7A2S3,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,465
SRR10039584Aligned.sortedByCoord.out.bam,SRR10039584,D7A2S2,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,466
SRR10039583Aligned.sortedByCoord.out.bam,SRR10039583,D7A2S1,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,467
SRR10039582Aligned.sortedByCoord.out.bam,SRR10039582,D7A2S16,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,468
SRR10039581Aligned.sortedByCoord.out.bam,SRR10039581,D7A2S14,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,469
SRR10039580Aligned.sortedByCoord.out.bam,SRR10039580,D7A2S10,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,470
SRR10039579Aligned.sortedByCoord.out.bam,SRR10039579,D7A2B8,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,471
SRR10039578Aligned.sortedByCoord.out.bam,SRR10039578,D7A2B6,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,472
SRR10039577Aligned.sortedByCoord.out.bam,SRR10039577,D7A2B5,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,473
SRR10039576Aligned.sortedByCoord.out.bam,SRR10039576,D7A2B4,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,474
SRR10039575Aligned.sortedByCoord.out.bam,SRR10039575,D7A2B1,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,475
SRR10039574Aligned.sortedByCoord.out.bam,SRR10039574,D7A1S9,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,476
SRR10039573Aligned.sortedByCoord.out.bam,SRR10039573,D7A1S8,D7,PrE,PrE_D7,VE_CS4,VE_CS4,VE_CS4,477
SRR10039572Aligned.sortedByCoord.out.bam,SRR10039572,D7A1S7,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,478
SRR10039571Aligned.sortedByCoord.out.bam,SRR10039571,D7A1S6,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,479
SRR10039570Aligned.sortedByCoord.out.bam,SRR10039570,D7A1S5,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,480
SRR10039569Aligned.sortedByCoord.out.bam,SRR10039569,D7A1S1,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,481
SRR10039568Aligned.sortedByCoord.out.bam,SRR10039568,D7A1S16,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,482
SRR10039567Aligned.sortedByCoord.out.bam,SRR10039567,D7A1S15,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,483
SRR10039566Aligned.sortedByCoord.out.bam,SRR10039566,D7A1S14,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,484
SRR10039565Aligned.sortedByCoord.out.bam,SRR10039565,D7A1S13,D7,EPI,EPI_D7,EPI_CS4,EPI_CS4,Epi_CS4,485
SRR10039564Aligned.sortedByCoord.out.bam,SRR10039564,D7A1S11,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,486
SRR10039563Aligned.sortedByCoord.out.bam,SRR10039563,D7A1B8,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,487
SRR10039562Aligned.sortedByCoord.out.bam,SRR10039562,D7A1B7,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,488
SRR10039561Aligned.sortedByCoord.out.bam,SRR10039561,D7A1B5,D7,CTB,CTB_D7,Tb_CS4,CTb_CS4,Tb_CS4,489
SRR10039560Aligned.sortedByCoord.out.bam,SRR10039560,D7A1B3,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,490
SRR10039559Aligned.sortedByCoord.out.bam,SRR10039559,D7A1B1,D7,ICM,ICM_D7,EPI_CS4,EPI_CS4,Epi_CS4,491
SRR10039558Aligned.sortedByCoord.out.bam,SRR10039558,D6N3S51,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,492
SRR10039557Aligned.sortedByCoord.out.bam,SRR10039557,D6N3S40,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,493
SRR10039556Aligned.sortedByCoord.out.bam,SRR10039556,D6N3S35,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,494
SRR10039555Aligned.sortedByCoord.out.bam,SRR10039555,D6N3S28,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,495
SRR10039554Aligned.sortedByCoord.out.bam,SRR10039554,D6N3S2,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,496
SRR10039553Aligned.sortedByCoord.out.bam,SRR10039553,D6N3S22,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,497
SRR10039552Aligned.sortedByCoord.out.bam,SRR10039552,D6N3S11,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,498
SRR10039551Aligned.sortedByCoord.out.bam,SRR10039551,D6N3B7,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,499
SRR10039550Aligned.sortedByCoord.out.bam,SRR10039550,D6N3B12,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,500
SRR10039549Aligned.sortedByCoord.out.bam,SRR10039549,D6N2S35,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,501
SRR10039548Aligned.sortedByCoord.out.bam,SRR10039548,D6N2S2,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,502
SRR10039547Aligned.sortedByCoord.out.bam,SRR10039547,D6N2S11,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,503
SRR10039546Aligned.sortedByCoord.out.bam,SRR10039546,D6N2B8,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,504
SRR10039545Aligned.sortedByCoord.out.bam,SRR10039545,D6N2B7,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,505
SRR10039544Aligned.sortedByCoord.out.bam,SRR10039544,D6N2B28,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,506
SRR10039543Aligned.sortedByCoord.out.bam,SRR10039543,D6N2B2,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,507
SRR10039542Aligned.sortedByCoord.out.bam,SRR10039542,D6N2B18,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,508
SRR10039541Aligned.sortedByCoord.out.bam,SRR10039541,D6N2B1,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,509
SRR10039540Aligned.sortedByCoord.out.bam,SRR10039540,D6N2B12,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,510
SRR10039539Aligned.sortedByCoord.out.bam,SRR10039539,D6N2B11,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,511
SRR10039538Aligned.sortedByCoord.out.bam,SRR10039538,D6N1S9,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,512
SRR10039537Aligned.sortedByCoord.out.bam,SRR10039537,D6N1S4,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,513
SRR10039536Aligned.sortedByCoord.out.bam,SRR10039536,D6N1S42,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,514
