File,ID,CompID,CompID,Location,uLoc,EmbryoStage,EmbryoID,Carnegie Stage,Annotation,Annotation2,Annotation3,Order,Unique_Reads,%Mapped,%Mapped_to_annotation_base,%Mapped_to_annotation_5kbextended,%Mapped_to_annotation_1kbextended,QC,NoGenes,FinalAverage,All,vsCyno,Table,PreImp,vsCynoMin,PostImp,AllPImp,ForMapping,MapES,SpatialModelPlus,vsCynoClara,SpatialModelPlus2
ERR2851770Aligned.sortedByCoord.out.bam,ERR2851770,ERR2851770,ERR2851770,cMor,cMor_CS3_33,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,822,5892772,0.7127,0.432717516,0.494863447,0.456342357,1,11115,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851771Aligned.sortedByCoord.out.bam,ERR2851771,ERR2851771,ERR2851771,cMor,cMor_CS3_34,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,823,5065932,0.7035,0.461396937,0.521801585,0.483997498,1,11436,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851772Aligned.sortedByCoord.out.bam,ERR2851772,ERR2851772,ERR2851772,cMor,cMor_CS3_35,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,824,5398256,0.7231,0.461602676,0.523761771,0.483040176,1,11455,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851773Aligned.sortedByCoord.out.bam,ERR2851773,ERR2851773,ERR2851773,cMor,cMor_CS3_36,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,825,6461251,0.7227,0.458805186,0.524332139,0.483036733,1,11405,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851774Aligned.sortedByCoord.out.bam,ERR2851774,ERR2851774,ERR2851774,cMor,cMor_CS3_37,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,826,7882000,0.7286,0.461708339,0.52558875,0.484936165,1,12023,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851775Aligned.sortedByCoord.out.bam,ERR2851775,ERR2851775,ERR2851775,cMor,cMor_CS3_38,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,827,5201970,0.7195,0.441654831,0.504525348,0.464313676,1,11733,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851776Aligned.sortedByCoord.out.bam,ERR2851776,ERR2851776,ERR2851776,cMor,cMor_CS3_39,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,828,5316462,0.7394,0.463557752,0.524462247,0.487112804,1,11220,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851777Aligned.sortedByCoord.out.bam,ERR2851777,ERR2851777,ERR2851777,cMor,cMor_CS3_40,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,829,4880180,0.7053,0.423455978,0.487390521,0.445755447,1,11216,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851778Aligned.sortedByCoord.out.bam,ERR2851778,ERR2851778,ERR2851778,cMor,cMor_CS3_41,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,830,4865362,0.6962,0.422061027,0.481548276,0.44112985,1,11864,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851779Aligned.sortedByCoord.out.bam,ERR2851779,ERR2851779,ERR2851779,cMor,cMor_CS3_42,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,831,4688948,0.7151,0.467146104,0.526567903,0.488718143,1,11386,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851780Aligned.sortedByCoord.out.bam,ERR2851780,ERR2851780,ERR2851780,cMor,cMor_CS3_43,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,832,6249367,0.7291,0.479264753,0.539314698,0.50151558,1,12007,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851781Aligned.sortedByCoord.out.bam,ERR2851781,ERR2851781,ERR2851781,cMor,cMor_CS3_44,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,833,5074989,0.7125,0.425732986,0.483182273,0.446314079,1,11598,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851782Aligned.sortedByCoord.out.bam,ERR2851782,ERR2851782,ERR2851782,cMor,cMor_CS3_45,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,834,5452580,0.715,0.463979944,0.531980316,0.489358184,1,10627,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851783Aligned.sortedByCoord.out.bam,ERR2851783,ERR2851783,ERR2851783,cMor,cMor_CS3_46,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,835,8449293,0.7381,0.420439508,0.492095787,0.44618295,1,11172,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851784Aligned.sortedByCoord.out.bam,ERR2851784,ERR2851784,ERR2851784,cMor,cMor_CS3_47,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,836,6318755,0.7351,0.461636893,0.525011101,0.486005812,1,11595,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851785Aligned.sortedByCoord.out.bam,ERR2851785,ERR2851785,ERR2851785,cMor,cMor_CS3_48,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,837,4806728,0.7155,0.461437579,0.524150964,0.485366472,1,11658,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851786Aligned.sortedByCoord.out.bam,ERR2851786,ERR2851786,ERR2851786,cMor,cMor_CS3_49,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,838,5652594,0.7328,0.481648709,0.539110416,0.508156085,1,10946,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851787Aligned.sortedByCoord.out.bam,ERR2851787,ERR2851787,ERR2851787,cMor,cMor_CS3_50,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,839,3717503,0.71,0.461256736,0.513771048,0.482889499,1,13157,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851788Aligned.sortedByCoord.out.bam,ERR2851788,ERR2851788,ERR2851788,cMor,cMor_CS3_51,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,840,4802293,0.7133,0.463359677,0.523087057,0.485151293,1,11410,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851789Aligned.sortedByCoord.out.bam,ERR2851789,ERR2851789,ERR2851789,cMor,cMor_CS3_52,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,841,4570155,0.7205,0.471999225,0.534931901,0.496161179,1,11563,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851790Aligned.sortedByCoord.out.bam,ERR2851790,ERR2851790,ERR2851790,cMor,cMor_CS3_53,NA,NA,CS2,cMor_CS3_,cMor_CS3,cMor_CS2,842,5685435,0.7088,0.393467764,0.47303627,0.418662371,1,9831,1,1,0,1,1,0,0,0,1,0,0,0,1
ERR2851791Aligned.sortedByCoord.out.bam,ERR2851791,ERR2851791,ERR2851791,eICM,ICM_CS3_1,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,843,5400688,0.6963,0.337550074,0.411996336,0.365998124,1,11481,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851792Aligned.sortedByCoord.out.bam,ERR2851792,ERR2851792,ERR2851792,eICM,ICM_CS3_2,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,844,4259233,0.6787,0.330117336,0.403767031,0.356899448,1,9889,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851793Aligned.sortedByCoord.out.bam,ERR2851793,ERR2851793,ERR2851793,eICM,ICM_CS3_3,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,845,5829382,0.6787,0.399400957,0.463314799,0.424,1,10213,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851794Aligned.sortedByCoord.out.bam,ERR2851794,ERR2851794,ERR2851794,eICM,ICM_CS3_4,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,846,7835212,0.7034,0.403018501,0.466399439,0.427542668,1,10911,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851795Aligned.sortedByCoord.out.bam,ERR2851795,ERR2851795,ERR2851795,eICM,ICM_CS3_5,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,847,5895478,0.6801,0.360260753,0.424557287,0.382691955,1,9071,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851796Aligned.sortedByCoord.out.bam,ERR2851796,ERR2851796,ERR2851796,eICM,ICM_CS3_6,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,848,5863515,0.7027,0.370120224,0.43564969,0.395393828,1,10232,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851797Aligned.sortedByCoord.out.bam,ERR2851797,ERR2851797,ERR2851797,eICM,ICM_CS3_7,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,849,7936770,0.7286,0.399421371,0.465409722,0.423332722,1,10502,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851798Aligned.sortedByCoord.out.bam,ERR2851798,ERR2851798,ERR2851798,eICM,ICM_CS3_8,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,850,5116922,0.6872,0.351003935,0.419175803,0.372864991,1,10069,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851799Aligned.sortedByCoord.out.bam,ERR2851799,ERR2851799,ERR2851799,eICM,ICM_CS3_9,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,851,4848624,0.6895,0.397334049,0.461025462,0.421539854,1,10077,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851800Aligned.sortedByCoord.out.bam,ERR2851800,ERR2851800,ERR2851800,eICM,ICM_CS3_10,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,852,6342270,0.7123,0.417571036,0.48382849,0.439107982,1,10816,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851801Aligned.sortedByCoord.out.bam,ERR2851801,ERR2851801,ERR2851801,eICM,ICM_CS3_11,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,853,5697611,0.7109,0.431935163,0.499240401,0.453788181,1,10422,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851802Aligned.sortedByCoord.out.bam,ERR2851802,ERR2851802,ERR2851802,eICM,ICM_CS3_12,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,854,4855107,0.714,0.433073927,0.495403312,0.456299014,1,9964,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851803Aligned.sortedByCoord.out.bam,ERR2851803,ERR2851803,ERR2851803,eICM,ICM_CS3_13,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,855,3608351,0.6997,0.469572738,0.525107511,0.490413045,1,10121,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851804Aligned.sortedByCoord.out.bam,ERR2851804,ERR2851804,ERR2851804,eICM,ICM_CS3_14,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,856,4396904,0.7173,0.426412354,0.490060313,0.449934525,1,10510,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851805Aligned.sortedByCoord.out.bam,ERR2851805,ERR2851805,ERR2851805,eICM,ICM_CS3_15,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,857,5813797,0.7182,0.459765521,0.52397876,0.484915219,1,9744,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851806Aligned.sortedByCoord.out.bam,ERR2851806,ERR2851806,ERR2851806,eICM,ICM_CS3_16,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,858,6336379,0.7171,0.439325495,0.502802937,0.463323126,1,10015,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851807Aligned.sortedByCoord.out.bam,ERR2851807,ERR2851807,ERR2851807,eICM,ICM_CS3_17,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,859,5853903,0.7295,0.452216819,0.515523399,0.477663153,1,9860,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851808Aligned.sortedByCoord.out.bam,ERR2851808,ERR2851808,ERR2851808,eICM,ICM_CS3_18,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,860,3632779,0.7353,0.452864795,0.514391815,0.476889967,1,10079,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851809Aligned.sortedByCoord.out.bam,ERR2851809,ERR2851809,ERR2851809,eICM,ICM_CS3_19,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,861,5415162,0.7376,0.466156604,0.51490383,0.489889232,1,10216,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851810Aligned.sortedByCoord.out.bam,ERR2851810,ERR2851810,ERR2851810,eICM,ICM_CS3_20,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,862,8460509,0.7416,0.460004037,0.520086816,0.484549826,1,11691,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851811Aligned.sortedByCoord.out.bam,ERR2851811,ERR2851811,ERR2851811,eICM,ICM_CS3_21,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,863,8131792,0.7313,0.440560507,0.499242281,0.464573663,1,9997,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851812Aligned.sortedByCoord.out.bam,ERR2851812,ERR2851812,ERR2851812,eICM,ICM_CS3_22,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,864,7156264,0.7308,0.434574239,0.495866966,0.457952843,1,10113,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851813Aligned.sortedByCoord.out.bam,ERR2851813,ERR2851813,ERR2851813,eICM,ICM_CS3_23,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,865,3439655,0.7547,0.48432581,0.540153143,0.508583981,1,10115,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851814Aligned.sortedByCoord.out.bam,ERR2851814,ERR2851814,ERR2851814,eICM,ICM_CS3_24,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,866,2314265,0.7335,0.435913832,0.495231268,0.460156843,1,11023,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851815Aligned.sortedByCoord.out.bam,ERR2851815,ERR2851815,ERR2851815,eICM,ICM_CS3_25,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,867,3634354,0.7307,0.442293199,0.500770535,0.465181493,1,9486,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851816Aligned.sortedByCoord.out.bam,ERR2851816,ERR2851816,ERR2851816,eICM,ICM_CS3_26,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,868,4801810,0.7667,0.514273719,0.570103324,0.538050025,1,10265,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851817Aligned.sortedByCoord.out.bam,ERR2851817,ERR2851817,ERR2851817,eICM,ICM_CS3_27,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,869,5086488,0.737,0.421225792,0.480466744,0.444386741,1,9391,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851818Aligned.sortedByCoord.out.bam,ERR2851818,ERR2851818,ERR2851818,eICM,ICM_CS3_28,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,870,3917787,0.7179,0.387264926,0.448829736,0.408923919,1,10204,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851819Aligned.sortedByCoord.out.bam,ERR2851819,ERR2851819,ERR2851819,eICM,ICM_CS3_29,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,871,2755474,0.7288,0.434603408,0.499681956,0.460135582,1,10150,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851820Aligned.sortedByCoord.out.bam,ERR2851820,ERR2851820,ERR2851820,eICM,ICM_CS3_30,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,872,3871481,0.7276,0.41748537,0.473615727,0.439217621,1,10198,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851821Aligned.sortedByCoord.out.bam,ERR2851821,ERR2851821,ERR2851821,eICM,ICM_CS3_31,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,873,5395727,0.7548,0.485455263,0.539939073,0.507264065,1,10103,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851822Aligned.sortedByCoord.out.bam,ERR2851822,ERR2851822,ERR2851822,eICM,ICM_CS3_32,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,874,5197355,0.7116,0.370891366,0.438369458,0.394138624,1,10223,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851823Aligned.sortedByCoord.out.bam,ERR2851823,ERR2851823,ERR2851823,eICM,ICM_CS3_33,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,875,5056928,0.6788,0.363969307,0.446082879,0.389364767,1,7459,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851824Aligned.sortedByCoord.out.bam,ERR2851824,ERR2851824,ERR2851824,eICM,ICM_CS3_34,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,876,3831028,0.7272,0.394373996,0.452292301,0.413859356,1,8891,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851825Aligned.sortedByCoord.out.bam,ERR2851825,ERR2851825,ERR2851825,eICM,ICM_CS3_35,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,877,3180113,0.7427,0.458895325,0.508312823,0.479411712,1,9548,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851826Aligned.sortedByCoord.out.bam,ERR2851826,ERR2851826,ERR2851826,eICM,ICM_CS3_36,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,878,3312215,0.7194,0.425651776,0.48448449,0.448409449,1,9810,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851827Aligned.sortedByCoord.out.bam,ERR2851827,ERR2851827,ERR2851827,eICM,ICM_CS3_37,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,879,4284809,0.7224,0.426778501,0.483006029,0.449601475,1,9901,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851828Aligned.sortedByCoord.out.bam,ERR2851828,ERR2851828,ERR2851828,eICM,ICM_CS3_38,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,880,3820554,0.7497,0.47271472,0.528305912,0.495616028,1,9357,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851829Aligned.sortedByCoord.out.bam,ERR2851829,ERR2851829,ERR2851829,eICM,ICM_CS3_39,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,881,2865939,0.7427,0.47252821,0.522744966,0.494096474,1,10009,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851830Aligned.sortedByCoord.out.bam,ERR2851830,ERR2851830,ERR2851830,eICM,ICM_CS3_40,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,882,4000152,0.7813,0.540473696,0.593973218,0.564638941,1,9903,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851831Aligned.sortedByCoord.out.bam,ERR2851831,ERR2851831,ERR2851831,eICM,ICM_CS3_41,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,883,7819839,0.7433,0.485553487,0.539876655,0.508109023,1,10181,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851832Aligned.sortedByCoord.out.bam,ERR2851832,ERR2851832,ERR2851832,eICM,ICM_CS3_42,NA,NA,CS3,ICM_CS3_,ICM_CS3,ICM_CS3,884,6734384,0.7338,0.464381843,0.521469738,0.486006786,1,11287,1,1,1,1,1,1,0,0,1,0,1,1,1
ERR2851833Aligned.sortedByCoord.out.bam,ERR2851833,ERR2851833,ERR2851833,Hyp,Hyp_CS3_2_C1,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,885,3142470,0.7434,0.514996206,0.583581625,0.54938919,1,11955,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851834Aligned.sortedByCoord.out.bam,ERR2851834,ERR2851834,ERR2851834,ICM,Epi_CS3_2_C2,NA,NA,CS3,Epi_CS3_,Epi_CS3,Epi_CS3,886,5589292,0.7162,0.447941058,0.520890445,0.478941923,1,13608,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851836Aligned.sortedByCoord.out.bam,ERR2851836,ERR2851836,ERR2851836,Hyp,Hyp_CS3_2_C4,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,888,5409874,0.7105,0.467995279,0.540028323,0.49929954,1,10878,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851837Aligned.sortedByCoord.out.bam,ERR2851837,ERR2851837,ERR2851837,Hyp,Hyp_CS3_2_C6,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,889,6223540,0.7304,0.511248428,0.582759337,0.54435276,1,11719,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851838Aligned.sortedByCoord.out.bam,ERR2851838,ERR2851838,ERR2851838,Hyp,Hyp_CS3_2_C7,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,890,4430784,0.7445,0.502204876,0.572655665,0.533293936,1,11645,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851839Aligned.sortedByCoord.out.bam,ERR2851839,ERR2851839,ERR2851839,Hyp,Hyp_CS3_2_C8,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,891,5979218,0.7072,0.473786568,0.54412643,0.503213992,1,12030,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851840Aligned.sortedByCoord.out.bam,ERR2851840,ERR2851840,ERR2851840,Hyp,Hyp_CS3_2_C9,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,892,7383272,0.7145,0.470914197,0.543202371,0.502629587,1,11265,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851841Aligned.sortedByCoord.out.bam,ERR2851841,ERR2851841,ERR2851841,Hyp,Hyp_CS3_2_C10,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,893,8355056,0.731,0.460431792,0.526368185,0.488101468,1,12921,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851842Aligned.sortedByCoord.out.bam,ERR2851842,ERR2851842,ERR2851842,Hyp,Hyp_CS3_2_C11,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,894,7696222,0.7229,0.499934483,0.569627342,0.533521752,1,11726,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851843Aligned.sortedByCoord.out.bam,ERR2851843,ERR2851843,ERR2851843,ICM,Epi_CS3_2_C12,NA,NA,CS3,Epi_CS3_,Epi_CS3,Epi_CS3,895,6003070,0.7406,0.474333246,0.544335112,0.503001461,1,12187,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851844Aligned.sortedByCoord.out.bam,ERR2851844,ERR2851844,ERR2851844,Hyp,Hyp_CS3_2_C13,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,896,4678988,0.7539,0.515779463,0.578374056,0.544964299,1,10300,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851845Aligned.sortedByCoord.out.bam,ERR2851845,ERR2851845,ERR2851845,Hyp,Hyp_CS3_2_C14,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,897,5876538,0.7218,0.48997085,0.559661291,0.521253167,1,12054,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851846Aligned.sortedByCoord.out.bam,ERR2851846,ERR2851846,ERR2851846,Hyp,Hyp_CS3_2_C15,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,898,6707517,0.7057,0.473513168,0.54677397,0.505484013,1,10564,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851847Aligned.sortedByCoord.out.bam,ERR2851847,ERR2851847,ERR2851847,ICM,Epi_CS3_2_C16,NA,NA,CS3,Epi_CS3_,Epi_CS3,Epi_CS3,899,4243014,0.6598,0.45222727,0.526664871,0.484913731,1,10992,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851848Aligned.sortedByCoord.out.bam,ERR2851848,ERR2851848,ERR2851848,Hyp,Hyp_CS3_2_C17,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,900,4811079,0.7186,0.474709909,0.540221337,0.503668707,1,10725,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851849Aligned.sortedByCoord.out.bam,ERR2851849,ERR2851849,ERR2851849,ICM,Epi_CS3_2_C18,NA,NA,CS3,Epi_CS3_,Epi_CS3,Epi_CS3,901,5219088,0.7309,0.458298687,0.523428789,0.483374438,1,10673,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851850Aligned.sortedByCoord.out.bam,ERR2851850,ERR2851850,ERR2851850,ICM,Epi_CS3_2_C19,NA,NA,CS3,Epi_CS3_,Epi_CS3,Epi_CS3,902,5608227,0.7285,0.506335997,0.570660006,0.535770937,1,12001,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851851Aligned.sortedByCoord.out.bam,ERR2851851,ERR2851851,ERR2851851,Hyp,Hyp_CS3_2_C20,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,903,5084505,0.7464,0.502731555,0.565239559,0.530473648,1,12414,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851852Aligned.sortedByCoord.out.bam,ERR2851852,ERR2851852,ERR2851852,Hyp,Hyp_CS3_2_C21,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,904,4357948,0.7329,0.466925864,0.535922979,0.493607281,1,11699,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851853Aligned.sortedByCoord.out.bam,ERR2851853,ERR2851853,ERR2851853,ICM,Epi_CS3_2_C22,NA,NA,CS3,Epi_CS3_,Epi_CS3,Epi_CS3,905,5649317,0.7233,0.474130546,0.543474446,0.501567144,1,11657,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851854Aligned.sortedByCoord.out.bam,ERR2851854,ERR2851854,ERR2851854,ICM,Epi_CS3_2_C23,NA,NA,CS3,Epi_CS3_,Epi_CS3,Epi_CS3,906,4674085,0.7534,0.502565103,0.566455853,0.529461868,1,12391,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851855Aligned.sortedByCoord.out.bam,ERR2851855,ERR2851855,ERR2851855,Hyp,Hyp_CS3_2_C24,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,907,4370758,0.7827,0.568686762,0.62367678,0.595061017,1,11362,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851856Aligned.sortedByCoord.out.bam,ERR2851856,ERR2851856,ERR2851856,Hyp,Hyp_CS3_2_C25,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,908,4552536,0.7653,0.524447404,0.590130452,0.556353531,1,10825,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851857Aligned.sortedByCoord.out.bam,ERR2851857,ERR2851857,ERR2851857,Hyp,Hyp_CS3_2_C26,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,909,10652880,0.7573,0.504240117,0.567861841,0.532583483,1,11653,1,1,1,1,1,1,0,0,1,1,1,1,1
ERR2851858Aligned.sortedByCoord.out.bam,ERR2851858,ERR2851858,ERR2851858,Hyp,Hyp_CS3_2_C27,NA,NA,NA,Hyp_CS3_,Hyp_CS3,Hyp_CS3,910,7823428,0.7457,0.510988016,0.579782283,0.542019802,1,11106,1,1,1,1,1,1,0,0,1,1,1,1,1
