File,ID,CompID,CompID,Location,uLoc,EmbryoStage,EmbryoID,Carnegie Stage,Annotation,Annotation2,Annotation3,Order,Unique_Reads,%Mapped,%Mapped_to_annotation_base,%Mapped_to_annotation_5kbextended,%Mapped_to_annotation_1kbextended,QC,NoGenes,FinalAverage,All,vsCyno,Table,PreImp,vsCynoMin,PostImp,AllPImp,ForMapping,MapES,SpatialModelPlus,vsCynoClara,SpatialModelPlus2
3536STDY8652391Aligned.sortedByCoord.out.bam,X3536STDY8652391,3536STDY8652391,3536STDY8652391,E15C_234_AN,ExMes_CS6_E15C_234_AN,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,1958,1339607,0.7019,0.366611437,0.458949578,0.40895455,1,7340,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652394Aligned.sortedByCoord.out.bam,X3536STDY8652394,3536STDY8652394,3536STDY8652394,E15C_229_C,ExMes_CS6_E15C_229_C,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,1961,1121646,0.7838,0.332878502,0.408318434,0.366626553,1,5741,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652396Aligned.sortedByCoord.out.bam,X3536STDY8652396,3536STDY8652396,3536STDY8652396,E15C_234_E,Am_CS6_E15C_234_E,E15,E15C,CS6,Am_CS6_,Am_CS6,Am_CS6,1963,669257,0.7096,0.412324943,0.507358601,0.461442437,1,3315,1,1,1,1,0,0,1,1,1,1,1,1,1
3536STDY8652397Aligned.sortedByCoord.out.bam,X3536STDY8652397,3536STDY8652397,3536STDY8652397,E15C_234_Q,ExMes_CS6_E15C_234_Q,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,1964,1736234,0.6402,0.408234846,0.507993702,0.45492665,1,5746,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652399Aligned.sortedByCoord.out.bam,X3536STDY8652399,3536STDY8652399,3536STDY8652399,E15C_234_AO,ExMes_CS6_E15C_234_AO,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,1966,401717,0.4779,0.366226633,0.464636674,0.413249843,1,2692,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652401Aligned.sortedByCoord.out.bam,X3536STDY8652401,3536STDY8652401,3536STDY8652401,E15C_246_Q,SYS_CS6_E15C_246_Q,E15,E15C,CS6,SYS_CS6_,SYS_CS6,SYS_CS6,1968,551363,0.3703,0.455730901,0.5461772,0.503396741,1,3145,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652402Aligned.sortedByCoord.out.bam,X3536STDY8652402,3536STDY8652402,3536STDY8652402,E15C_229_D,ExMes_CS6_E15C_229_D,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,1969,621020,0.7598,0.267141342,0.341724892,0.300878012,1,4907,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652405Aligned.sortedByCoord.out.bam,X3536STDY8652405,3536STDY8652405,3536STDY8652405,E15C_234_R,EmDisc_CS6_E15C_234_R,E15,E15C,CS6,EmDisc_CS6_,EmDisc_CS6,EmDisc_CS6,1972,2067798,0.728,0.421614558,0.52013157,0.466201778,1,6924,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652406Aligned.sortedByCoord.out.bam,X3536STDY8652406,3536STDY8652406,3536STDY8652406,E15C_234_AD,ExMes_CS6_E15C_234_AD,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,1973,578555,0.4617,0.336727427,0.432968042,0.383934155,1,3458,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652407Aligned.sortedByCoord.out.bam,X3536STDY8652407,3536STDY8652407,3536STDY8652407,E15C_234_AP,Tb_CS6_E15C_234_AP,E15,E15C,CS6,Tb_CS6_,Tb_CS6,Tb_CS6,1974,2567947,0.8212,0.164884565,0.233515417,0.193210658,1,11655,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652408Aligned.sortedByCoord.out.bam,X3536STDY8652408,3536STDY8652408,3536STDY8652408,E15C_246_F,Am_CS6_E15C_246_F,E15,E15C,CS6,Am_CS6_,Am_CS6,Am_CS6,1975,1484601,0.7301,0.239251967,0.317161022,0.270910071,1,7190,1,1,1,1,0,0,1,1,1,1,1,1,1
3536STDY8652409Aligned.sortedByCoord.out.bam,X3536STDY8652409,3536STDY8652409,3536STDY8652409,E15C_246_R,SYS_CS6_E15C_246_R,E15,E15C,CS6,SYS_CS6_,SYS_CS6,SYS_CS6,1976,157586,0.3052,0.426709795,0.530801781,0.475578793,1,1850,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652410Aligned.sortedByCoord.out.bam,X3536STDY8652410,3536STDY8652410,3536STDY8652410,E15C_229_E,ExMes_CS6_E15C_229_E,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,1977,600391,0.7018,0.512704775,0.607293686,0.556607266,1,4642,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652412Aligned.sortedByCoord.out.bam,X3536STDY8652412,3536STDY8652412,3536STDY8652412,E15C_234_G,Am_CS6_E15C_234_G,E15,E15C,CS6,Am_CS6_,Am_CS6,Am_CS6,1979,234085,0.5879,0.446891408,0.535513533,0.494720571,1,2310,1,1,1,1,0,0,1,1,1,1,1,1,1
3536STDY8652413Aligned.sortedByCoord.out.bam,X3536STDY8652413,3536STDY8652413,3536STDY8652413,E15C_234_S,EmDisc_CS6_E15C_234_S,E15,E15C,CS6,EmDisc_CS6_,EmDisc_CS6,EmDisc_CS6,1980,1291912,0.5795,0.47784572,0.575917733,0.52979012,1,4924,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652414Aligned.sortedByCoord.out.bam,X3536STDY8652414,3536STDY8652414,3536STDY8652414,E15C_234_AE,EmDisc_CS6_E15C_234_AE,E15,E15C,CS6,EmDisc_CS6_,EmDisc_CS6,EmDisc_CS6,1981,581736,0.5172,0.41302504,0.500998812,0.455787469,1,3571,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652416Aligned.sortedByCoord.out.bam,X3536STDY8652416,3536STDY8652416,3536STDY8652416,E15C_246_G,Am_CS6_E15C_246_G,E15,E15C,CS6,Am_CS6_,Am_CS6,Am_CS6,1983,1600558,0.7551,0.358428796,0.444740439,0.400175073,1,6789,1,1,1,1,0,0,1,1,1,1,1,1,1
3536STDY8652417Aligned.sortedByCoord.out.bam,X3536STDY8652417,3536STDY8652417,3536STDY8652417,E15C_246_S,SYS_CS6_E15C_246_S,E15,E15C,CS6,SYS_CS6_,SYS_CS6,SYS_CS6,1984,2591017,0.7803,0.495674321,0.579956901,0.534681177,1,5755,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652418Aligned.sortedByCoord.out.bam,X3536STDY8652418,3536STDY8652418,3536STDY8652418,E15C_229_F,ExMes_CS6_E15C_229_F,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,1985,1188443,0.8325,0.326121689,0.401135764,0.359207117,1,5824,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652420Aligned.sortedByCoord.out.bam,X3536STDY8652420,3536STDY8652420,3536STDY8652420,E15C_234_H,Am_CS6_E15C_234_H,E15,E15C,CS6,Am_CS6_,Am_CS6,Am_CS6,1987,888939,0.723,0.415425262,0.521641497,0.468934721,1,4473,1,1,1,1,0,0,1,1,1,1,1,1,1
3536STDY8652421Aligned.sortedByCoord.out.bam,X3536STDY8652421,3536STDY8652421,3536STDY8652421,E15C_234_T,ExMes_CS6_E15C_234_T,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,1988,1346547,0.6315,0.400060924,0.495060094,0.445823336,1,4030,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652422Aligned.sortedByCoord.out.bam,X3536STDY8652422,3536STDY8652422,3536STDY8652422,E15C_234_AF,EmDisc_CS6_E15C_234_AF,E15,E15C,CS6,EmDisc_CS6_,EmDisc_CS6,EmDisc_CS6,1989,533103,0.3573,0.331590189,0.424011914,0.372978035,1,3988,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652425Aligned.sortedByCoord.out.bam,X3536STDY8652425,3536STDY8652425,3536STDY8652425,E15C_246_T,SYS_CS6_E15C_246_T,E15,E15C,CS6,SYS_CS6_,SYS_CS6,SYS_CS6,1992,1554488,0.7819,0.453357881,0.531684481,0.489712427,1,5076,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652429Aligned.sortedByCoord.out.bam,X3536STDY8652429,3536STDY8652429,3536STDY8652429,E15C_234_U,ExMes_CS6_E15C_234_U,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,1996,1031307,0.4553,0.395426744,0.511972981,0.44806972,1,3605,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652432Aligned.sortedByCoord.out.bam,X3536STDY8652432,3536STDY8652432,3536STDY8652432,E15C_246_I,Am_CS6_E15C_246_I,E15,E15C,CS6,Am_CS6_,Am_CS6,Am_CS6,1999,1103443,0.714,0.310780695,0.412184718,0.358461382,1,6780,1,1,1,1,0,0,1,1,1,1,1,1,1
3536STDY8652433Aligned.sortedByCoord.out.bam,X3536STDY8652433,3536STDY8652433,3536STDY8652433,E15C_246_U,SYS_CS6_E15C_246_U,E15,E15C,CS6,SYS_CS6_,SYS_CS6,SYS_CS6,2000,1696525,0.7013,0.469017425,0.56824159,0.516333395,1,3994,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652437Aligned.sortedByCoord.out.bam,X3536STDY8652437,3536STDY8652437,3536STDY8652437,E15C_234_V,ExMes_CS6_E15C_234_V,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2004,938310,0.3991,0.452193438,0.542423841,0.496860216,1,6496,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652438Aligned.sortedByCoord.out.bam,X3536STDY8652438,3536STDY8652438,3536STDY8652438,E15C_234_AH,ExMes_CS6_E15C_234_AH,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2005,2016342,0.7469,0.303120627,0.383479253,0.334375942,1,7045,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652439Aligned.sortedByCoord.out.bam,X3536STDY8652439,3536STDY8652439,3536STDY8652439,E15C_234_AT,Tb_CS6_E15C_234_AT,E15,E15C,CS6,Tb_CS6_,Tb_CS6,Tb_CS6,2006,1473399,0.7209,0.303612352,0.381865308,0.340873277,1,6453,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652440Aligned.sortedByCoord.out.bam,X3536STDY8652440,3536STDY8652440,3536STDY8652440,E15C_246_J,Am_CS6_E15C_246_J,E15,E15C,CS6,Am_CS6_,Am_CS6,Am_CS6,2007,427734,0.501,0.496713008,0.594959045,0.547904014,1,3128,1,1,1,1,0,0,1,1,1,1,1,1,1
3536STDY8652441Aligned.sortedByCoord.out.bam,X3536STDY8652441,3536STDY8652441,3536STDY8652441,E15C_246_V,SYS_CS6_E15C_246_V,E15,E15C,CS6,SYS_CS6_,SYS_CS6,SYS_CS6,2008,217796,0.3516,0.489831725,0.560403141,0.524294317,1,1936,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652442Aligned.sortedByCoord.out.bam,X3536STDY8652442,3536STDY8652442,3536STDY8652442,E15C_229_I,ExMes_CS6_E15C_229_I,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2009,561885,0.6937,0.388898983,0.486016885,0.430592414,1,3556,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652444Aligned.sortedByCoord.out.bam,X3536STDY8652444,3536STDY8652444,3536STDY8652444,E15C_234_K,ExMes_CS6_E15C_234_K,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2011,1804147,0.7008,0.433866975,0.536490383,0.480964992,1,5822,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652445Aligned.sortedByCoord.out.bam,X3536STDY8652445,3536STDY8652445,3536STDY8652445,E15C_234_W,EmDisc_CS6_E15C_234_W,E15,E15C,CS6,EmDisc_CS6_,EmDisc_CS6,EmDisc_CS6,2012,1871069,0.6582,0.455436726,0.550582289,0.501773004,1,6415,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652446Aligned.sortedByCoord.out.bam,X3536STDY8652446,3536STDY8652446,3536STDY8652446,E15C_234_AI,EmDisc_CS6_E15C_234_AI,E15,E15C,CS6,EmDisc_CS6_,EmDisc_CS6,EmDisc_CS6,2013,1488680,0.5497,0.317644145,0.435580954,0.370189727,1,6454,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652448Aligned.sortedByCoord.out.bam,X3536STDY8652448,3536STDY8652448,3536STDY8652448,E15C_246_K,Am_CS6_E15C_246_K,E15,E15C,CS6,Am_CS6_,Am_CS6,Am_CS6,2015,1340329,0.6438,0.44050697,0.532578439,0.482709425,1,4939,1,1,1,1,0,0,1,1,1,1,1,1,1
3536STDY8652449Aligned.sortedByCoord.out.bam,X3536STDY8652449,3536STDY8652449,3536STDY8652449,E15C_246_W,VE_CS6_E15C_246_W,E15,E15C,CS6,VE_CS6_,VE_CS6,VE_CS6,2016,2263354,0.7688,0.419389627,0.492675839,0.453132345,1,5870,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652452Aligned.sortedByCoord.out.bam,X3536STDY8652452,3536STDY8652452,3536STDY8652452,E15C_234_L,ExMes_CS6_E15C_234_L,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2019,504027,0.5317,0.402263789,0.500211688,0.447521606,1,3246,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652453Aligned.sortedByCoord.out.bam,X3536STDY8652453,3536STDY8652453,3536STDY8652453,E15C_234_X,ExMes_CS6_E15C_234_X,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2020,836903,0.3769,0.381100464,0.489211589,0.430277532,1,3830,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652454Aligned.sortedByCoord.out.bam,X3536STDY8652454,3536STDY8652454,3536STDY8652454,E15C_234_AJ,ExMes_CS6_E15C_234_AJ,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2021,2634397,0.7177,0.290460941,0.385519151,0.335879986,1,9256,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652457Aligned.sortedByCoord.out.bam,X3536STDY8652457,3536STDY8652457,3536STDY8652457,E15C_246_X,ExMes_CS6_E15C_246_X,E15,E15C,CS6,ExMes_Gast_CS6_,ExMes_CS6,ExMes_CS6,2024,2353724,0.7039,0.569672894,0.644100707,0.607917606,1,5674,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652458Aligned.sortedByCoord.out.bam,X3536STDY8652458,3536STDY8652458,3536STDY8652458,E15C_229_K,ExMes_CS6_E15C_229_K,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2025,460276,0.4996,0.391128825,0.48558962,0.435108645,1,2925,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652459Aligned.sortedByCoord.out.bam,X3536STDY8652459,3536STDY8652459,3536STDY8652459,E15C_234_A,Gland_CS6_E15C_234_A,E15,E15C,CS6,Gland_CS6_,Gland_CS6,Gland_CS6,2026,4298673,0.8129,0.432921604,0.500970051,0.459166833,1,5334,1,1,0,1,0,0,1,1,1,0,0,0,0
3536STDY8652460Aligned.sortedByCoord.out.bam,X3536STDY8652460,3536STDY8652460,3536STDY8652460,E15C_234_M,EmDisc_CS6_E15C_234_M,E15,E15C,CS6,EmDisc_CS6_,EmDisc_CS6,EmDisc_CS6,2027,1712264,0.7245,0.393338886,0.50466759,0.445197673,1,5357,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652465Aligned.sortedByCoord.out.bam,X3536STDY8652465,3536STDY8652465,3536STDY8652465,E15C_246_Y,ExMes_CS6_E15C_246_Y,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2032,1393021,0.7764,0.494054065,0.578004365,0.533455858,1,5055,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652466Aligned.sortedByCoord.out.bam,X3536STDY8652466,3536STDY8652466,3536STDY8652466,E15C_229_L,ExMes_CS6_E15C_229_L,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2033,259988,0.3209,0.406683193,0.516199292,0.45197243,1,1576,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652467Aligned.sortedByCoord.out.bam,X3536STDY8652467,3536STDY8652467,3536STDY8652467,E15C_234_B,Gland_CS6_E15C_234_B,E15,E15C,CS6,Gland_CS6_,Gland_CS6,Gland_CS6,2034,4460961,0.9026,0.585430595,0.633583689,0.604510768,1,8581,1,1,0,1,0,0,1,1,1,0,0,0,0
3536STDY8652469Aligned.sortedByCoord.out.bam,X3536STDY8652469,3536STDY8652469,3536STDY8652469,E15C_234_Z,ExMes_CS6_E15C_234_Z,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2036,975214,0.6214,0.389734338,0.48615306,0.434457403,1,4976,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652470Aligned.sortedByCoord.out.bam,X3536STDY8652470,3536STDY8652470,3536STDY8652470,E15C_234_AL,ExMes_CS6_E15C_234_AL,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2037,1563581,0.778,0.248674462,0.331760402,0.287943341,1,5941,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652471Aligned.sortedByCoord.out.bam,X3536STDY8652471,3536STDY8652471,3536STDY8652471,E15C_246_B,Tb_CS6_E15C_246_B,E15,E15C,CS6,Tb_CS6_,Tb_CS6,Tb_CS6,2038,846857,0.6166,0.115992839,0.172978259,0.137971998,1,2664,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652474Aligned.sortedByCoord.out.bam,X3536STDY8652474,3536STDY8652474,3536STDY8652474,E15C_246_AA,ExMes_CS6_E15C_246_AA,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2041,2590943,0.6693,0.411918172,0.495755916,0.449611332,1,7587,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652475Aligned.sortedByCoord.out.bam,X3536STDY8652475,3536STDY8652475,3536STDY8652475,E15C_246_AM,PGC_CS6_E15C_246_AM,E15,E15C,CS6,PGC_CS6_,PGC_CS6,PGC_CS6,2042,4821271,0.782,0.320814299,0.392594781,0.345535445,1,10354,1,1,1,1,0,0,1,1,1,1,1,1,1
3536STDY8652476Aligned.sortedByCoord.out.bam,X3536STDY8652476,3536STDY8652476,3536STDY8652476,E15C_246_AY,EmDisc_CS6_E15C_246_AY,E15,E15C,CS6,EmDisc_CS6_,EmDisc_CS6,EmDisc_CS6,2043,5381557,0.7327,0.32294369,0.399658413,0.35041721,1,9794,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652477Aligned.sortedByCoord.out.bam,X3536STDY8652477,3536STDY8652477,3536STDY8652477,E25B_50_AN,SYS_CS7_E25B_50_AN,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,2044,4291976,0.5678,0.269590176,0.338390612,0.300174708,1,12939,1,1,1,1,0,1,1,1,1,1,0,1,1
3536STDY8652478Aligned.sortedByCoord.out.bam,X3536STDY8652478,3536STDY8652478,3536STDY8652478,E25B_59_T,Stroma_CS7_E25B_59_T,E25,E25B,CS7,Stroma_CS7_,Stroma_CS7,Stroma_CS7,2045,6419788,0.886,0.099154838,0.137121,0.111054457,1,17207,1,0,0,1,0,0,1,1,1,0,0,0,0
3536STDY8652479Aligned.sortedByCoord.out.bam,X3536STDY8652479,3536STDY8652479,3536STDY8652479,E25B_59_AF,SYS_CS7_E25B_59_AF,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,2046,4512412,0.7585,0.195665034,0.252705989,0.217748989,1,8610,1,1,1,1,0,1,1,1,1,1,0,1,1
3536STDY8652481Aligned.sortedByCoord.out.bam,X3536STDY8652481,3536STDY8652481,3536STDY8652481,E15A_29_O,Gland_CS5_E15A_29_O,E15,E15A,CS5,Gland_CS5_,Gland_CS5,Gland_CS5,2048,4535327,0.6471,0.168720753,0.232486815,0.1925091,1,7980,1,1,0,1,0,0,1,1,1,0,0,0,0
3536STDY8652482Aligned.sortedByCoord.out.bam,X3536STDY8652482,3536STDY8652482,3536STDY8652482,E15C_246_AB,SYS_CS6_E15C_246_AB,E15,E15C,CS6,SYS_CS6_,SYS_CS6,SYS_CS6,2049,3385382,0.5587,0.393171028,0.482439147,0.436168225,1,6361,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652483Aligned.sortedByCoord.out.bam,X3536STDY8652483,3536STDY8652483,3536STDY8652483,E15C_246_AN,PGC_CS6_E15C_246_AN,E15,E15C,CS6,PGC_CS6_,PGC_CS6,PGC_CS6,2050,3434913,0.7004,0.365493593,0.436278288,0.4000894,1,7621,1,1,1,1,0,0,1,1,1,1,1,1,1
3536STDY8652484Aligned.sortedByCoord.out.bam,X3536STDY8652484,3536STDY8652484,3536STDY8652484,E15C_246_AZ,EmDisc_CS6_E15C_246_AZ,E15,E15C,CS6,EmDisc_CS6_,EmDisc_CS6,EmDisc_CS6,2051,5191427,0.6751,0.390532232,0.461294062,0.426259882,1,7675,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652485Aligned.sortedByCoord.out.bam,X3536STDY8652485,3536STDY8652485,3536STDY8652485,E25B_50_AO,SYS_CS7_E25B_50_AO,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,2052,5995754,0.7504,0.287781113,0.358990144,0.321232504,1,11764,1,1,1,1,0,1,1,1,1,1,0,1,1
3536STDY8652486Aligned.sortedByCoord.out.bam,X3536STDY8652486,3536STDY8652486,3536STDY8652486,E25B_59_U,Gland_CS7_E25B_59_U,E25,E25B,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,2053,5098818,0.8799,0.204638725,0.249359769,0.220720073,1,15458,1,1,0,1,0,0,1,1,1,0,0,0,0
3536STDY8652490Aligned.sortedByCoord.out.bam,X3536STDY8652490,3536STDY8652490,3536STDY8652490,E15C_246_AC,ExMes_CS6_E15C_246_AC,E15,E15C,CS6,ExMes_Gast_CS6_,ExMes_CS6,ExMes_CS6,2057,1006809,0.5585,0.592867575,0.67837779,0.639899843,1,7301,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652491Aligned.sortedByCoord.out.bam,X3536STDY8652491,3536STDY8652491,3536STDY8652491,E15C_246_AO,ExMes_CS6_E15C_246_AO,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2058,3198551,0.7415,0.238982494,0.298836643,0.264666794,1,8006,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652492Aligned.sortedByCoord.out.bam,X3536STDY8652492,3536STDY8652492,3536STDY8652492,E15C_246_BA,VE_CS6_E15C_246_BA,E15,E15C,CS6,VE_CS6_,VE_CS6,VE_CS6,2059,2003949,0.4956,0.527089518,0.615654155,0.569147337,1,6279,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652493Aligned.sortedByCoord.out.bam,X3536STDY8652493,3536STDY8652493,3536STDY8652493,E25B_59_J,Tb_CS7_E25B_59_J,E25,E25B,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,2060,5173973,0.7744,0.299223785,0.358946678,0.325785776,1,10316,1,1,1,1,0,1,1,1,1,1,0,1,1
3536STDY8652494Aligned.sortedByCoord.out.bam,X3536STDY8652494,3536STDY8652494,3536STDY8652494,E25B_59_V,Gland_CS7_E25B_59_V,E25,E25B,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,2061,4556098,0.8615,0.184479158,0.230534573,0.200990645,1,15949,1,1,0,1,0,0,1,1,1,0,0,0,0
3536STDY8652497Aligned.sortedByCoord.out.bam,X3536STDY8652497,3536STDY8652497,3536STDY8652497,E15A_29_Q,Gland_CS5_E15A_29_Q,E15,E15A,CS5,Gland_CS5_,Gland_CS5,Gland_CS5,2064,1640516,0.829,0.288689036,0.346806645,0.297063646,1,12609,1,1,0,1,0,0,1,1,1,0,0,0,0
3536STDY8652498Aligned.sortedByCoord.out.bam,X3536STDY8652498,3536STDY8652498,3536STDY8652498,E15C_246_AD,ExMes_CS6_E15C_246_AD,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2065,1154675,0.589,0.392993464,0.488312986,0.441855421,1,6571,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652499Aligned.sortedByCoord.out.bam,X3536STDY8652499,3536STDY8652499,3536STDY8652499,E15C_246_AP,EmDisc_CS6_E15C_246_AP,E15,E15C,CS6,EmDisc_CS6_,EmDisc_CS6,EmDisc_CS6,2066,1958696,0.674,0.372743957,0.462703982,0.417678923,1,8566,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652500Aligned.sortedByCoord.out.bam,X3536STDY8652500,3536STDY8652500,3536STDY8652500,E15C_246_BB,VE_CS6_E15C_246_BB,E15,E15C,CS6,VE_CS6_,VE_CS6,VE_CS6,2067,2913924,0.5928,0.431946639,0.519152309,0.479371754,1,6547,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652501Aligned.sortedByCoord.out.bam,X3536STDY8652501,3536STDY8652501,3536STDY8652501,E25B_59_K,Tb_CS7_E25B_59_K,E25,E25B,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,2068,4781884,0.733,0.242962379,0.30076752,0.266656836,1,9004,1,1,1,1,0,1,1,1,1,1,0,1,1
3536STDY8652502Aligned.sortedByCoord.out.bam,X3536STDY8652502,3536STDY8652502,3536STDY8652502,E25B_59_W,Stroma_CS7_E25B_59_W,E25,E25B,CS7,Stroma_CS7_,Stroma_CS7,Stroma_CS7,2069,3824885,0.8716,0.137652579,0.183322926,0.153019421,1,14545,1,0,0,1,0,0,1,1,1,0,0,0,0
3536STDY8652504Aligned.sortedByCoord.out.bam,X3536STDY8652504,3536STDY8652504,3536STDY8652504,E15A_29_D,Stroma_CS5_E15A_29_D,E15,E15A,CS5,Stroma_CS5_,Stroma_CS5,Stroma_CS5,2071,298474,0.6833,0.292341927,0.386242966,0.336929684,1,11293,1,0,0,1,0,0,1,1,1,0,0,0,0
3536STDY8652505Aligned.sortedByCoord.out.bam,X3536STDY8652505,3536STDY8652505,3536STDY8652505,E15A_29_R,Gland_CS5_E15A_29_R,E15,E15A,CS5,Gland_CS5_,Gland_CS5,Gland_CS5,2072,1679475,0.8218,0.256579817,0.311271378,0.280175851,1,12363,1,1,0,1,0,0,1,1,1,0,0,0,0
3536STDY8652506Aligned.sortedByCoord.out.bam,X3536STDY8652506,3536STDY8652506,3536STDY8652506,E15C_246_AE,ExMes_CS6_E15C_246_AE,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2073,1444970,0.6945,0.443215684,0.516517937,0.464509502,1,8214,1,1,1,1,0,1,1,1,1,1,1,1,1
3536STDY8652507Aligned.sortedByCoord.out.bam,X3536STDY8652507,3536STDY8652507,3536STDY8652507,E15C_246_AQ,ExMes_CS6_E15C_246_AQ,E15,E15C,CS6,ExMes_CS6_,ExMes_CS6,ExMes_CS6,2074,2991437,0.7106,0.34768877,0.417291575,0.381217609,1,9557,1,1,1,1,0,1,1,1,1,1,1,1,1
