File,ID,Desc,ID2,ID3,Section,Position,Stage,PosID,Embryo,IsEmb,NotRef,Order
SRR7984272Aligned.sortedByCoord.out.bam,SRR7984272,Stage E7.0 embryo 1 section 5 region M (E7.0_1_5M),E7.0_1_5M,5M.E7.0,5,M,E7.0,5M.E7.0,1,1,1,674
SRR7984270Aligned.sortedByCoord.out.bam,SRR7984270,Stage E7.0 embryo 1 section 5 region EA (E7.0_1_5EA),E7.0_1_5EA,5EA.E7.0,5,EA,E7.0,5EA.E7.0,1,1,1,675
SRR7984271Aligned.sortedByCoord.out.bam,SRR7984271,Stage E7.0 embryo 1 section 5 region EP (E7.0_1_5EP),E7.0_1_5EP,5EP.E7.0,5,EP,E7.0,5EP.E7.0,1,1,1,676
SRR7984269Aligned.sortedByCoord.out.bam,SRR7984269,Stage E7.0 embryo 1 section 4 region P (E7.0_1_4P),E7.0_1_4P,4P.E7.0,4,P,E7.0,4P.E7.0,1,1,1,677
SRR7984268Aligned.sortedByCoord.out.bam,SRR7984268,Stage E7.0 embryo 1 section 4 region M (E7.0_1_4M),E7.0_1_4M,4M.E7.0,4,M,E7.0,4M.E7.0,1,1,1,678
SRR7984267Aligned.sortedByCoord.out.bam,SRR7984267,Stage E7.0 embryo 1 section 4 region EP (E7.0_1_4EP),E7.0_1_4EP,4EP.E7.0,4,EP,E7.0,4EP.E7.0,1,1,1,679
SRR7984266Aligned.sortedByCoord.out.bam,SRR7984266,Stage E7.0 embryo 1 section 4 region EA (E7.0_1_4EA),E7.0_1_4EA,4EA.E7.0,4,EA,E7.0,4EA.E7.0,1,1,1,680
SRR7984265Aligned.sortedByCoord.out.bam,SRR7984265,Stage E7.0 embryo 1 section 3 region R (E7.0_1_3R),E7.0_1_3R,3R.E7.0,3,R,E7.0,3R.E7.0,1,1,1,681
SRR7984264Aligned.sortedByCoord.out.bam,SRR7984264,Stage E7.0 embryo 1 section 3 region P (E7.0_1_3P),E7.0_1_3P,3P.E7.0,3,P,E7.0,3P.E7.0,1,1,1,682
SRR7984263Aligned.sortedByCoord.out.bam,SRR7984263,Stage E7.0 embryo 1 section 3 region M (E7.0_1_3M),E7.0_1_3M,3M.E7.0,3,M,E7.0,3M.E7.0,1,1,1,683
SRR7984262Aligned.sortedByCoord.out.bam,SRR7984262,Stage E7.0 embryo 1 section 3 region L (E7.0_1_3L),E7.0_1_3L,3L.E7.0,3,L,E7.0,3L.E7.0,1,1,1,684
SRR7984260Aligned.sortedByCoord.out.bam,SRR7984260,Stage E7.0 embryo 1 section 3 region EA (E7.0_1_3EA),E7.0_1_3EA,3EA.E7.0,3,EA,E7.0,3EA.E7.0,1,1,1,685
SRR7984261Aligned.sortedByCoord.out.bam,SRR7984261,Stage E7.0 embryo 1 section 3 region EP (E7.0_1_3EP),E7.0_1_3EP,3EP.E7.0,3,EP,E7.0,3EP.E7.0,1,1,1,686
SRR7984259Aligned.sortedByCoord.out.bam,SRR7984259,Stage E7.0 embryo 1 section 3 region A (E7.0_1_3A),E7.0_1_3A,3A.E7.0,3,A,E7.0,3A.E7.0,1,1,1,687
SRR7984258Aligned.sortedByCoord.out.bam,SRR7984258,Stage E7.0 embryo 1 section 2 region P (E7.0_1_2P),E7.0_1_2P,2P.E7.0,2,P,E7.0,2P.E7.0,1,1,1,688
SRR7984257Aligned.sortedByCoord.out.bam,SRR7984257,Stage E7.0 embryo 1 section 2 region M (E7.0_1_2M),E7.0_1_2M,2M.E7.0,2,M,E7.0,2M.E7.0,1,1,1,689
SRR7984256Aligned.sortedByCoord.out.bam,SRR7984256,Stage E7.0 embryo 1 section 2 region EP (E7.0_1_2EP),E7.0_1_2EP,2EP.E7.0,2,EP,E7.0,2EP.E7.0,1,1,1,690
SRR7984255Aligned.sortedByCoord.out.bam,SRR7984255,Stage E7.0 embryo 1 section 2 region EA (E7.0_1_2EA),E7.0_1_2EA,2EA.E7.0,2,EA,E7.0,2EA.E7.0,1,1,1,691
SRR7984252Aligned.sortedByCoord.out.bam,SRR7984252,Stage E7.0 embryo 1 section 11 region P (E7.0_1_11P),E7.0_1_11P,11P.E7.0,11,P,E7.0,11P.E7.0,1,1,1,692
SRR7984253Aligned.sortedByCoord.out.bam,SRR7984253,Stage E7.0 embryo 1 section 1 region EAP (E7.0_1_1EAP),E7.0_1_1EAP,1EAP.E7.0,1,EAP,E7.0,1EAP.E7.0,1,1,1,693
SRR7984251Aligned.sortedByCoord.out.bam,SRR7984251,Stage E7.0 embryo 1 section 11 region M (E7.0_1_11M),E7.0_1_11M,11M.E7.0,11,M,E7.0,11M.E7.0,1,1,1,694
SRR7984254Aligned.sortedByCoord.out.bam,SRR7984254,Stage E7.0 embryo 1 section 1 region P (E7.0_1_1P),E7.0_1_1P,1P.E7.0,1,P,E7.0,1P.E7.0,1,1,1,695
SRR7984248Aligned.sortedByCoord.out.bam,SRR7984248,Stage E7.0 embryo 1 section 10 region P (E7.0_1_10P),E7.0_1_10P,10P.E7.0,10,P,E7.0,10P.E7.0,1,1,1,696
SRR7984250Aligned.sortedByCoord.out.bam,SRR7984250,Stage E7.0 embryo 1 section 11 region EP (E7.0_1_11EP),E7.0_1_11EP,11EP.E7.0,11,EP,E7.0,11EP.E7.0,1,1,1,697
SRR7984249Aligned.sortedByCoord.out.bam,SRR7984249,Stage E7.0 embryo 1 section 11 region EA (E7.0_1_11EA),E7.0_1_11EA,11EA.E7.0,11,EA,E7.0,11EA.E7.0,1,1,1,698
SRR7984247Aligned.sortedByCoord.out.bam,SRR7984247,Stage E7.0 embryo 1 section 10 region M (E7.0_1_10M),E7.0_1_10M,10M.E7.0,10,M,E7.0,10M.E7.0,1,1,1,699
SRR7984246Aligned.sortedByCoord.out.bam,SRR7984246,Stage E7.0 embryo 1 section 10 region EP (E7.0_1_10EP),E7.0_1_10EP,10EP.E7.0,10,EP,E7.0,10EP.E7.0,1,1,1,700
SRR7984245Aligned.sortedByCoord.out.bam,SRR7984245,Stage E7.0 embryo 1 section 10 region EA (E7.0_1_10EA),E7.0_1_10EA,10EA.E7.0,10,EA,E7.0,10EA.E7.0,1,1,1,701
SRR7984244Aligned.sortedByCoord.out.bam,SRR7984244,Stage E6.5 embryo 2 section 8 region P (E6.5_2_8P),E6.5_2_8P,8P.E6.5,8,P,E6.5,8P.E6.5,2,1,1,702
SRR7984242Aligned.sortedByCoord.out.bam,SRR7984242,Stage E6.5 embryo 2 section 8 region EA (E6.5_2_8EA),E6.5_2_8EA,8EA.E6.5,8,EA,E6.5,8EA.E6.5,2,1,1,703
SRR7984241Aligned.sortedByCoord.out.bam,SRR7984241,Stage E6.5 embryo 2 section 8 region A (E6.5_2_8A),E6.5_2_8A,8A.E6.5,8,A,E6.5,8A.E6.5,2,1,1,704
SRR7984239Aligned.sortedByCoord.out.bam,SRR7984239,Stage E6.5 embryo 2 section 7 region EP (E6.5_2_7EP),E6.5_2_7EP,7EP.E6.5,7,EP,E6.5,7EP.E6.5,2,1,1,705
SRR7984243Aligned.sortedByCoord.out.bam,SRR7984243,Stage E6.5 embryo 2 section 8 region EP (E6.5_2_8EP),E6.5_2_8EP,8EP.E6.5,8,EP,E6.5,8EP.E6.5,2,1,1,706
SRR7984238Aligned.sortedByCoord.out.bam,SRR7984238,Stage E6.5 embryo 2 section 7 region EA (E6.5_2_7EA),E6.5_2_7EA,7EA.E6.5,7,EA,E6.5,7EA.E6.5,2,1,1,707
SRR7984240Aligned.sortedByCoord.out.bam,SRR7984240,Stage E6.5 embryo 2 section 7 region P (E6.5_2_7P),E6.5_2_7P,7P.E6.5,7,P,E6.5,7P.E6.5,2,1,1,708
SRR7984236Aligned.sortedByCoord.out.bam,SRR7984236,Stage E6.5 embryo 2 section 6 region P (E6.5_2_6P),E6.5_2_6P,6P.E6.5,6,P,E6.5,6P.E6.5,2,1,1,709
SRR7984235Aligned.sortedByCoord.out.bam,SRR7984235,Stage E6.5 embryo 2 section 6 region EP (E6.5_2_6EP),E6.5_2_6EP,6EP.E6.5,6,EP,E6.5,6EP.E6.5,2,1,1,710
SRR7984237Aligned.sortedByCoord.out.bam,SRR7984237,Stage E6.5 embryo 2 section 7 region A (E6.5_2_7A),E6.5_2_7A,7A.E6.5,7,A,E6.5,7A.E6.5,2,1,1,711
SRR7984234Aligned.sortedByCoord.out.bam,SRR7984234,Stage E6.5 embryo 2 section 6 region EA (E6.5_2_6EA),E6.5_2_6EA,6EA.E6.5,6,EA,E6.5,6EA.E6.5,2,1,1,712
SRR7984233Aligned.sortedByCoord.out.bam,SRR7984233,Stage E6.5 embryo 2 section 6 region A (E6.5_2_6A),E6.5_2_6A,6A.E6.5,6,A,E6.5,6A.E6.5,2,1,1,713
SRR7984231Aligned.sortedByCoord.out.bam,SRR7984231,Stage E6.5 embryo 2 section 5 region EP (E6.5_2_5EP),E6.5_2_5EP,5EP.E6.5,5,EP,E6.5,5EP.E6.5,2,1,1,714
SRR7984232Aligned.sortedByCoord.out.bam,SRR7984232,Stage E6.5 embryo 2 section 5 region P (E6.5_2_5P),E6.5_2_5P,5P.E6.5,5,P,E6.5,5P.E6.5,2,1,1,715
SRR7984228Aligned.sortedByCoord.out.bam,SRR7984228,Stage E6.5 embryo 2 section 4 region P (E6.5_2_4P),E6.5_2_4P,4P.E6.5,4,P,E6.5,4P.E6.5,2,1,1,716
SRR7984230Aligned.sortedByCoord.out.bam,SRR7984230,Stage E6.5 embryo 2 section 5 region EA (E6.5_2_5EA),E6.5_2_5EA,5EA.E6.5,5,EA,E6.5,5EA.E6.5,2,1,1,717
SRR7984229Aligned.sortedByCoord.out.bam,SRR7984229,Stage E6.5 embryo 2 section 5 region A (E6.5_2_5A),E6.5_2_5A,5A.E6.5,5,A,E6.5,5A.E6.5,2,1,1,718
SRR7984227Aligned.sortedByCoord.out.bam,SRR7984227,Stage E6.5 embryo 2 section 4 region EP (E6.5_2_4EP),E6.5_2_4EP,4EP.E6.5,4,EP,E6.5,4EP.E6.5,2,1,1,719
SRR7984225Aligned.sortedByCoord.out.bam,SRR7984225,Stage E6.5 embryo 2 section 4 region A (E6.5_2_4A),E6.5_2_4A,4A.E6.5,4,A,E6.5,4A.E6.5,2,1,1,720
SRR7984223Aligned.sortedByCoord.out.bam,SRR7984223,Stage E6.5 embryo 2 section 3 region EP (E6.5_2_3EP),E6.5_2_3EP,3EP.E6.5,3,EP,E6.5,3EP.E6.5,2,1,1,721
SRR7984226Aligned.sortedByCoord.out.bam,SRR7984226,Stage E6.5 embryo 2 section 4 region EA (E6.5_2_4EA),E6.5_2_4EA,4EA.E6.5,4,EA,E6.5,4EA.E6.5,2,1,1,722
SRR7984224Aligned.sortedByCoord.out.bam,SRR7984224,Stage E6.5 embryo 2 section 3 region P (E6.5_2_3P),E6.5_2_3P,3P.E6.5,3,P,E6.5,3P.E6.5,2,1,1,723
SRR7984222Aligned.sortedByCoord.out.bam,SRR7984222,Stage E6.5 embryo 2 section 3 region EA (E6.5_2_3EA),E6.5_2_3EA,3EA.E6.5,3,EA,E6.5,3EA.E6.5,2,1,1,724
SRR7984221Aligned.sortedByCoord.out.bam,SRR7984221,Stage E6.5 embryo 2 section 3 region A (E6.5_2_3A),E6.5_2_3A,3A.E6.5,3,A,E6.5,3A.E6.5,2,1,1,725
SRR7984220Aligned.sortedByCoord.out.bam,SRR7984220,Stage E6.5 embryo 2 section 2 region P (E6.5_2_2P),E6.5_2_2P,2P.E6.5,2,P,E6.5,2P.E6.5,2,1,1,726
SRR7984219Aligned.sortedByCoord.out.bam,SRR7984219,Stage E6.5 embryo 2 section 2 region EP (E6.5_2_2EP),E6.5_2_2EP,2EP.E6.5,2,EP,E6.5,2EP.E6.5,2,1,1,727
SRR7984217Aligned.sortedByCoord.out.bam,SRR7984217,Stage E6.5 embryo 2 section 2 region A (E6.5_2_2A),E6.5_2_2A,2A.E6.5,2,A,E6.5,2A.E6.5,2,1,1,728
SRR7984214Aligned.sortedByCoord.out.bam,SRR7984214,Stage E6.5 embryo 1 section 8 region P (E6.5_Ref_8P),E6.5_Ref_8P,8P.E6.5,8,P,E6.5,8P.E6.5,1,1,0,729
SRR7984218Aligned.sortedByCoord.out.bam,SRR7984218,Stage E6.5 embryo 2 section 2 region EA (E6.5_2_2EA),E6.5_2_2EA,2EA.E6.5,2,EA,E6.5,2EA.E6.5,2,1,1,730
SRR7984212Aligned.sortedByCoord.out.bam,SRR7984212,Stage E6.5 embryo 1 section 8 region EA (E6.5_Ref_8EA),E6.5_Ref_8EA,8EA.E6.5,8,EA,E6.5,8EA.E6.5,1,1,0,731
SRR7984216Aligned.sortedByCoord.out.bam,SRR7984216,Stage E6.5 embryo 2 section 1 region AP (E6.5_2_1AP),E6.5_2_1AP,1AP.E6.5,1,AP,E6.5,1AP.E6.5,2,1,1,732
SRR7984213Aligned.sortedByCoord.out.bam,SRR7984213,Stage E6.5 embryo 1 section 8 region EP (E6.5_Ref_8EP),E6.5_Ref_8EP,8EP.E6.5,8,EP,E6.5,8EP.E6.5,1,1,0,733
SRR7984215Aligned.sortedByCoord.out.bam,SRR7984215,Stage E6.5 embryo 2 section 1 region EAP (E6.5_2_1EAP),E6.5_2_1EAP,1EAP.E6.5,1,EAP,E6.5,1EAP.E6.5,2,1,1,734
SRR7984211Aligned.sortedByCoord.out.bam,SRR7984211,Stage E6.5 embryo 1 section 8 region A (E6.5_Ref_8A),E6.5_Ref_8A,8A.E6.5,8,A,E6.5,8A.E6.5,1,1,0,735
SRR7984210Aligned.sortedByCoord.out.bam,SRR7984210,Stage E6.5 embryo 1 section 7 region P (E6.5_Ref_7P),E6.5_Ref_7P,7P.E6.5,7,P,E6.5,7P.E6.5,1,1,0,736
SRR7984209Aligned.sortedByCoord.out.bam,SRR7984209,Stage E6.5 embryo 1 section 7 region EP (E6.5_Ref_7EP),E6.5_Ref_7EP,7EP.E6.5,7,EP,E6.5,7EP.E6.5,1,1,0,737
SRR7984207Aligned.sortedByCoord.out.bam,SRR7984207,Stage E6.5 embryo 1 section 7 region A (E6.5_Ref_7A),E6.5_Ref_7A,7A.E6.5,7,A,E6.5,7A.E6.5,1,1,0,738
SRR7984206Aligned.sortedByCoord.out.bam,SRR7984206,Stage E6.5 embryo 1 section 6 region P (E6.5_Ref_6P),E6.5_Ref_6P,6P.E6.5,6,P,E6.5,6P.E6.5,1,1,0,739
SRR7984208Aligned.sortedByCoord.out.bam,SRR7984208,Stage E6.5 embryo 1 section 7 region EA (E6.5_Ref_7EA),E6.5_Ref_7EA,7EA.E6.5,7,EA,E6.5,7EA.E6.5,1,1,0,740
SRR7984200Aligned.sortedByCoord.out.bam,SRR7984200,Stage E6.5 embryo 1 section 5 region EA (E6.5_Ref_5EA),E6.5_Ref_5EA,5EA.E6.5,5,EA,E6.5,5EA.E6.5,1,1,0,741
SRR7984205Aligned.sortedByCoord.out.bam,SRR7984205,Stage E6.5 embryo 1 section 6 region EP (E6.5_Ref_6EP),E6.5_Ref_6EP,6EP.E6.5,6,EP,E6.5,6EP.E6.5,1,1,0,742
SRR7984198Aligned.sortedByCoord.out.bam,SRR7984198,Stage E6.5 embryo 1 section 4 region P (E6.5_Ref_4P),E6.5_Ref_4P,4P.E6.5,4,P,E6.5,4P.E6.5,1,1,0,743
SRR7984155Aligned.sortedByCoord.out.bam,SRR7984155,Stage E5.5 embryo 2 section 4 region VE (E5.5_Ref_4VE),E5.5_Ref_4VE,4VE.E5.5,4,En,E5.5,4En.E5.5,2,1,0,744
SRR7984199Aligned.sortedByCoord.out.bam,SRR7984199,Stage E6.5 embryo 1 section 5 region A (E6.5_Ref_5A),E6.5_Ref_5A,5A.E6.5,5,A,E6.5,5A.E6.5,1,1,0,745
SRR7984203Aligned.sortedByCoord.out.bam,SRR7984203,Stage E6.5 embryo 1 section 6 region A (E6.5_Ref_6A),E6.5_Ref_6A,6A.E6.5,6,A,E6.5,6A.E6.5,1,1,0,746
SRR7984202Aligned.sortedByCoord.out.bam,SRR7984202,Stage E6.5 embryo 1 section 5 region P (E6.5_Ref_5P),E6.5_Ref_5P,5P.E6.5,5,P,E6.5,5P.E6.5,1,1,0,747
SRR7984204Aligned.sortedByCoord.out.bam,SRR7984204,Stage E6.5 embryo 1 section 6 region EA (E6.5_Ref_6EA),E6.5_Ref_6EA,6EA.E6.5,6,EA,E6.5,6EA.E6.5,1,1,0,748
SRR7984201Aligned.sortedByCoord.out.bam,SRR7984201,Stage E6.5 embryo 1 section 5 region EP (E6.5_Ref_5EP),E6.5_Ref_5EP,5EP.E6.5,5,EP,E6.5,5EP.E6.5,1,1,0,749
SRR7984196Aligned.sortedByCoord.out.bam,SRR7984196,Stage E6.5 embryo 1 section 4 region EA (E6.5_Ref_4EA),E6.5_Ref_4EA,4EA.E6.5,4,EA,E6.5,4EA.E6.5,1,1,0,750
SRR7984195Aligned.sortedByCoord.out.bam,SRR7984195,Stage E6.5 embryo 1 section 4 region A (E6.5_Ref_4A),E6.5_Ref_4A,4A.E6.5,4,A,E6.5,4A.E6.5,1,1,0,751
SRR7984197Aligned.sortedByCoord.out.bam,SRR7984197,Stage E6.5 embryo 1 section 4 region EP (E6.5_Ref_4EP),E6.5_Ref_4EP,4EP.E6.5,4,EP,E6.5,4EP.E6.5,1,1,0,752
SRR7984194Aligned.sortedByCoord.out.bam,SRR7984194,Stage E6.5 embryo 1 section 3 region P (E6.5_Ref_3P),E6.5_Ref_3P,3P.E6.5,3,P,E6.5,3P.E6.5,1,1,0,753
SRR7984193Aligned.sortedByCoord.out.bam,SRR7984193,Stage E6.5 embryo 1 section 3 region EP (E6.5_Ref_3EP),E6.5_Ref_3EP,3EP.E6.5,3,EP,E6.5,3EP.E6.5,1,1,0,754
SRR7984191Aligned.sortedByCoord.out.bam,SRR7984191,Stage E6.5 embryo 1 section 3 region A (E6.5_Ref_3A),E6.5_Ref_3A,3A.E6.5,3,A,E6.5,3A.E6.5,1,1,0,755
SRR7984192Aligned.sortedByCoord.out.bam,SRR7984192,Stage E6.5 embryo 1 section 3 region EA (E6.5_Ref_3EA),E6.5_Ref_3EA,3EA.E6.5,3,EA,E6.5,3EA.E6.5,1,1,0,756
SRR7984190Aligned.sortedByCoord.out.bam,SRR7984190,Stage E6.5 embryo 1 section 2 region P (E6.5_Ref_2P),E6.5_Ref_2P,2P.E6.5,2,P,E6.5,2P.E6.5,1,1,0,757
SRR7984188Aligned.sortedByCoord.out.bam,SRR7984188,Stage E6.5 embryo 1 section 2 region EA (E6.5_Ref_2EA),E6.5_Ref_2EA,2EA.E6.5,2,EA,E6.5,2EA.E6.5,1,1,0,758
SRR7984187Aligned.sortedByCoord.out.bam,SRR7984187,Stage E6.5 embryo 1 section 2 region A (E6.5_Ref_2A),E6.5_Ref_2A,2A.E6.5,2,A,E6.5,2A.E6.5,1,1,0,759
SRR7984186Aligned.sortedByCoord.out.bam,SRR7984186,Stage E6.5 embryo 1 section 1 region EAP (E6.5_Ref_1EAP),E6.5_Ref_1EAP,1EAP.E6.5,1,EAP,E6.5,1EAP.E6.5,1,1,0,760
SRR7984185Aligned.sortedByCoord.out.bam,SRR7984185,Stage E6.5 embryo 1 section 1 region AP (E6.5_Ref_1AP),E6.5_Ref_1AP,1AP.E6.5,1,AP,E6.5,1AP.E6.5,1,1,0,761
SRR7984189Aligned.sortedByCoord.out.bam,SRR7984189,Stage E6.5 embryo 1 section 2 region EP (E6.5_Ref_2EP),E6.5_Ref_2EP,2EP.E6.5,2,EP,E6.5,2EP.E6.5,1,1,0,762
SRR7984179Aligned.sortedByCoord.out.bam,SRR7984179,Stage E6.0 embryo 2 section 4 region A (E6.0_Ref_4A),E6.0_Ref_4A,4A.E6.0,4,A,E6.0,4A.E6.0,2,1,0,763
SRR7984184Aligned.sortedByCoord.out.bam,SRR7984184,Stage E6.0 embryo 2 section 5 region VE (E6.0_Ref_5VE),E6.0_Ref_5VE,5VE.E6.0,5,En,E6.0,5En.E6.0,2,1,0,764
SRR7984183Aligned.sortedByCoord.out.bam,SRR7984183,Stage E6.0 embryo 2 section 5 region P (E6.0_Ref_5B),E6.0_Ref_5B,5B.E6.0,5,P,E6.0,5P.E6.0,2,1,0,765
SRR7984182Aligned.sortedByCoord.out.bam,SRR7984182,Stage E6.0 embryo 2 section 5 region A (E6.0_Ref_5A),E6.0_Ref_5A,5A.E6.0,5,A,E6.0,5A.E6.0,2,1,0,766
SRR7984181Aligned.sortedByCoord.out.bam,SRR7984181,Stage E6.0 embryo 2 section 4 region VE (E6.0_Ref_4VE),E6.0_Ref_4VE,4VE.E6.0,4,En,E6.0,4En.E6.0,2,1,0,767
SRR7984180Aligned.sortedByCoord.out.bam,SRR7984180,Stage E6.0 embryo 2 section 4 region P (E6.0_Ref_4B),E6.0_Ref_4B,4B.E6.0,4,P,E6.0,4P.E6.0,2,1,0,768
SRR7984161Aligned.sortedByCoord.out.bam,SRR7984161,Stage E5.5 embryo 2 section 6 region VE (E5.5_Ref_6VE),E5.5_Ref_6VE,6VE.E5.5,6,En,E5.5,6En.E5.5,2,1,0,769
SRR7984158Aligned.sortedByCoord.out.bam,SRR7984158,Stage E5.5 embryo 2 section 5 region VE (E5.5_Ref_5VE),E5.5_Ref_5VE,5VE.E5.5,5,En,E5.5,5En.E5.5,2,1,0,770
SRR7984177Aligned.sortedByCoord.out.bam,SRR7984177,Stage E6.0 embryo 2 section 3 region P (E6.0_Ref_3B),E6.0_Ref_3B,3B.E6.0,3,P,E6.0,3P.E6.0,2,1,0,771
SRR7984178Aligned.sortedByCoord.out.bam,SRR7984178,Stage E6.0 embryo 2 section 3 region VE (E6.0_Ref_3VE),E6.0_Ref_3VE,3VE.E6.0,3,En,E6.0,3En.E6.0,2,1,0,772
SRR7984175Aligned.sortedByCoord.out.bam,SRR7984175,Stage E6.0 embryo 2 section 2 region VE (E6.0_Ref_2VE),E6.0_Ref_2VE,2VE.E6.0,2,En,E6.0,2En.E6.0,2,1,0,773
SRR7984152Aligned.sortedByCoord.out.bam,SRR7984152,Stage E5.5 embryo 2 section 3 region VE (E5.5_Ref_3VE),E5.5_Ref_3VE,3VE.E5.5,3,En,E5.5,3En.E5.5,2,1,0,774
SRR7984176Aligned.sortedByCoord.out.bam,SRR7984176,Stage E6.0 embryo 2 section 3 region A (E6.0_Ref_3A),E6.0_Ref_3A,3A.E6.0,3,A,E6.0,3A.E6.0,2,1,0,775
SRR7984146Aligned.sortedByCoord.out.bam,SRR7984146,Stage E5.5 embryo 2 section 1 region VE (E5.5_Ref_1VE),E5.5_Ref_1VE,1VE.E5.5,1,En,E5.5,1En.E5.5,2,1,0,776
SRR7984174Aligned.sortedByCoord.out.bam,SRR7984174,Stage E6.0 embryo 2 section 2 region P (E6.0_Ref_2B),E6.0_Ref_2B,2B.E6.0,2,P,E6.0,2P.E6.0,2,1,0,777
SRR7984149Aligned.sortedByCoord.out.bam,SRR7984149,Stage E5.5 embryo 2 section 2 region VE (E5.5_Ref_2VE),E5.5_Ref_2VE,2VE.E5.5,2,Endo,E5.5,2Endo.E5.5,2,1,0,778
SRR7984173Aligned.sortedByCoord.out.bam,SRR7984173,Stage E6.0 embryo 2 section 2 region A (E6.0_Ref_2A),E6.0_Ref_2A,2A.E6.0,2,A,E6.0,2A.E6.0,2,1,0,779
SRR7984172Aligned.sortedByCoord.out.bam,SRR7984172,Stage E6.0 embryo 2 section 1 region VE (E6.0_Ref_1VE),E6.0_Ref_1VE,1VE.E6.0,1,En,E6.0,1En.E6.0,2,1,0,780
SRR7984165Aligned.sortedByCoord.out.bam,SRR7984165,Stage E6.0 embryo 1 section 3 region A (E6.0_1_3A),E6.0_1_3A,3A.E6.0,3,A,E6.0,3A.E6.0,1,1,1,781
SRR7984166Aligned.sortedByCoord.out.bam,SRR7984166,Stage E6.0 embryo 1 section 3 region P (E6.0_1_3B),E6.0_1_3B,3B.E6.0,3,P,E6.0,3P.E6.0,1,1,1,782
SRR7984168Aligned.sortedByCoord.out.bam,SRR7984168,Stage E6.0 embryo 1 section 4 region P (E6.0_1_4B),E6.0_1_4B,4B.E6.0,4,P,E6.0,4P.E6.0,1,1,1,783
SRR7984169Aligned.sortedByCoord.out.bam,SRR7984169,Stage E6.0 embryo 1 section 5 region A (E6.0_1_5A),E6.0_1_5A,5A.E6.0,5,A,E6.0,5A.E6.0,1,1,1,784
SRR7984170Aligned.sortedByCoord.out.bam,SRR7984170,Stage E6.0 embryo 1 section 5 region P (E6.0_1_5B),E6.0_1_5B,5B.E6.0,5,P,E6.0,5P.E6.0,1,1,1,785
SRR7984171Aligned.sortedByCoord.out.bam,SRR7984171,Stage E6.0 embryo 2 section 1 region AP (E6.0_Ref_1AP),E6.0_Ref_1AP,1AP.E6.0,1,AP,E6.0,1AP.E6.0,2,1,0,786
SRR7984162Aligned.sortedByCoord.out.bam,SRR7984162,Stage E6.0 embryo 1 section 1 region A/P (E6.0_1_1),E6.0_1_1,1.E6.0,1,AP,E6.0,1AP.E6.0,1,1,1,787
SRR7984164Aligned.sortedByCoord.out.bam,SRR7984164,Stage E6.0 embryo 1 section 2 region P (E6.0_1_2B),E6.0_1_2B,2B.E6.0,2,P,E6.0,2P.E6.0,1,1,1,788
SRR7984167Aligned.sortedByCoord.out.bam,SRR7984167,Stage E6.0 embryo 1 section 4 region A (E6.0_1_4A),E6.0_1_4A,4A.E6.0,4,A,E6.0,4A.E6.0,1,1,1,789
SRR7984163Aligned.sortedByCoord.out.bam,SRR7984163,Stage E6.0 embryo 1 section 2 region A (E6.0_1_2A),E6.0_1_2A,2A.E6.0,2,A,E6.0,2A.E6.0,1,1,1,790
SRR7984160Aligned.sortedByCoord.out.bam,SRR7984160,Stage E5.5 embryo 2 section 6 region P (E5.5_Ref_6P),E5.5_Ref_6P,6P.E5.5,6,P,E5.5,6P.E5.5,2,1,0,791
SRR7984159Aligned.sortedByCoord.out.bam,SRR7984159,Stage E5.5 embryo 2 section 6 region A (E5.5_Ref_6A),E5.5_Ref_6A,6A.E5.5,6,A,E5.5,6A.E5.5,2,1,0,792
SRR7984157Aligned.sortedByCoord.out.bam,SRR7984157,Stage E5.5 embryo 2 section 5 region P (E5.5_Ref_5P),E5.5_Ref_5P,5P.E5.5,5,P,E5.5,5P.E5.5,2,1,0,793
SRR7984156Aligned.sortedByCoord.out.bam,SRR7984156,Stage E5.5 embryo 2 section 5 region A (E5.5_Ref_5A),E5.5_Ref_5A,5A.E5.5,5,A,E5.5,5A.E5.5,2,1,0,794
SRR7984153Aligned.sortedByCoord.out.bam,SRR7984153,Stage E5.5 embryo 2 section 4 region A (E5.5_Ref_4A),E5.5_Ref_4A,4A.E5.5,4,A,E5.5,4A.E5.5,2,1,0,795
SRR7984154Aligned.sortedByCoord.out.bam,SRR7984154,Stage E5.5 embryo 2 section 4 region P (E5.5_Ref_4P),E5.5_Ref_4P,4P.E5.5,4,P,E5.5,4P.E5.5,2,1,0,796
SRR7984150Aligned.sortedByCoord.out.bam,SRR7984150,Stage E5.5 embryo 2 section 3 region A (E5.5_Ref_3A),E5.5_Ref_3A,3A.E5.5,3,A,E5.5,3A.E5.5,2,1,0,797
SRR7984140Aligned.sortedByCoord.out.bam,SRR7984140,Stage E5.5 embryo 1 section 4 region P (E5.5_1_4B),E5.5_1_4B,4B.E5.5,4,P,E5.5,4P.E5.5,1,1,1,798
SRR7984137Aligned.sortedByCoord.out.bam,SRR7984137,Stage E5.5 embryo 1 section 3 region A (E5.5_1_3A),E5.5_1_3A,3A.E5.5,3,A,E5.5,3A.E5.5,1,1,1,799
SRR7984139Aligned.sortedByCoord.out.bam,SRR7984139,Stage E5.5 embryo 1 section 4 region A (E5.5_1_4A),E5.5_1_4A,4A.E5.5,4,A,E5.5,4A.E5.5,1,1,1,800
