3.2107e+05,3.2107e+05,3.2107e+05
3.2107e+05,3.2107e+05,3.2107e+05
3.2107e+05,3.2107e+05,3.2109e+05
3.2107e+05,3.2109e+05,3.2107e+05
3.2107e+05,3.2107e+05,3.2107e+05
3.2107e+05,3.2107e+05,3.2107e+05
3.2107e+05,3.2107e+05,3.2107e+05
3.2107e+05,3.2107e+05,3.2108e+05
3.2108e+05,3.2107e+05,3.2107e+05
3.2108e+05,3.2107e+05,3.2108e+05
3.2108e+05,3.2107e+05,3.2107e+05
3.2108e+05,3.2107e+05,3.2108e+05
3.2108e+05,3.2107e+05,3.2107e+05
3.2108e+05,3.2107e+05,3.2108e+05
3.2108e+05,3.2107e+05,3.2108e+05
3.2108e+05,3.2108e+05,3.2108e+05
3.2108e+05,3.2108e+05,3.2108e+05
3.2108e+05,3.2108e+05,3.2108e+05
3.2108e+05,3.2108e+05,3.2108e+05
3.2108e+05,3.2108e+05,3.2108e+05
3.2107e+05,3.2107e+05,3.2109e+05
3.2107e+05,3.2109e+05,3.2109e+05
3.2109e+05,3.2107e+05,3.2109e+05
3.2109e+05,3.2109e+05,3.2109e+05
3.2109e+05,3.2108e+05,3.2108e+05
3.2109e+05,3.2108e+05,3.2109e+05
3.2107e+05,3.2107e+05,3.2109e+05
3.2107e+05,3.2109e+05,3.2109e+05
3.2109e+05,3.2108e+05,3.2109e+05
3.2109e+05,3.2109e+05,3.2107e+05
3.2107e+05,3.2107e+05,3.2109e+05
3.2107e+05,3.2109e+05,3.2107e+05
3.2109e+05,3.2109e+05,3.2109e+05
3.2109e+05,3.2109e+05,3.2109e+05
3.2109e+05,3.2109e+05,3.2107e+05
3.2109e+05,3.2107e+05,3.2107e+05
3.211e+05,3.2109e+05,3.2109e+05
3.211e+05,3.2109e+05,3.211e+05
3.211e+05,3.2109e+05,3.2109e+05
3.211e+05,3.2109e+05,3.211e+05
3.211e+05,3.2109e+05,3.2107e+05
3.211e+05,3.2107e+05,3.2108e+05
